,Total,Not Hispanic or Latino,Not Hispanic or Latino White alone,Not Hispanic or Latino Black or African American alone,Not Hispanic or Latino American Indian and Alaska Native alone,Not Hispanic or Latino Asian alone,Not Hispanic or Latino Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino Some other race alone,Not Hispanic or Latino Two or more races,Not Hispanic or Latino Two or more races Two races including Some other race,"Not Hispanic or Latino Two or more races Two races excluding Some other race, and three or more",Hispanic or Latino
"Greenville CDP (Westchester County), New York: Summary level: 160, state:36> place:30642",7336,7059,4793,208,5,1837,0,0,216,0,216,277
"Irvington village, New York: Summary level: 160, state:36> place:37803",6539,6133,5518,30,0,407,22,0,156,0,156,406
"South Glens Falls village, New York: Summary level: 160, state:36> place:69078",3595,3392,3254,0,3,113,0,0,22,0,22,203
"Brushton village, New York: Summary level: 160, state:36> place:10286",456,453,449,4,0,0,0,0,0,0,0,3
"Burke village, New York: Summary level: 160, state:36> place:11154",225,202,181,19,0,2,0,0,0,0,0,23
"Amityville village, New York: Summary level: 160, state:36> place:02044",9452,8213,6956,1038,6,114,0,12,87,0,87,1239
"Babylon village, New York: Summary level: 160, state:36> place:03408",12089,11122,10026,74,0,342,0,29,651,31,620,967
"Central Islip CDP, New York: Summary level: 160, state:36> place:13552",31846,17230,7198,8234,28,1032,0,119,619,215,404,14616
"Copiague CDP, New York: Summary level: 160, state:36> place:18146",23716,14276,11752,1644,69,258,0,189,364,63,301,9440
"Coram CDP, New York: Summary level: 160, state:36> place:18157",39977,32656,25645,4503,0,1977,0,105,426,45,381,7321
"East Islip CDP, New York: Summary level: 160, state:36> place:22315",13563,12216,11690,306,0,151,0,44,25,0,25,1347
"East Northport CDP, New York: Summary level: 160, state:36> place:22612",20136,18648,17987,164,0,316,0,1,180,1,179,1488
"East Quogue CDP, New York: Summary level: 160, state:36> place:22832",4797,4304,4051,22,21,96,0,0,114,0,114,493
"Hartsdale CDP, New York: Summary level: 160, state:36> place:32523",4822,4102,2665,306,0,934,0,0,197,28,169,720
"Amagansett CDP, New York: Summary level: 160, state:36> place:01594",750,679,666,8,0,0,0,0,5,0,5,71
"Bayport CDP, New York: Summary level: 160, state:36> place:04913",8392,7712,7241,164,36,105,0,0,166,0,166,680
"Centereach CDP, New York: Summary level: 160, state:36> place:13376",32028,27276,24060,927,0,1642,0,151,496,51,445,4752
"Cold Spring Harbor CDP, New York: Summary level: 160, state:36> place:16958",5164,4778,4384,9,0,265,0,0,120,0,120,386
"Elwood CDP, New York: Summary level: 160, state:36> place:24405",11439,10446,8288,927,0,981,0,0,250,0,250,993
"Candor village, New York: Summary level: 160, state:36> place:12210",645,621,619,0,0,0,0,0,2,0,2,24
"Crugers CDP, New York: Summary level: 160, state:36> place:19290",1489,1315,1188,61,0,51,0,0,15,0,15,174
"Golden's Bridge CDP, New York: Summary level: 160, state:36> place:29476",1813,1728,1640,42,0,46,0,0,0,0,0,85
"Hawthorne CDP, New York: Summary level: 160, state:36> place:32842",4510,3944,3624,43,0,253,0,16,8,0,8,566
"East Shoreham CDP, New York: Summary level: 160, state:36> place:22980",6484,5546,5205,84,0,165,0,0,92,0,92,938
"Halesite CDP, New York: Summary level: 160, state:36> place:31445",2671,2544,2446,63,0,35,0,0,0,0,0,127
"Hampton Bays CDP, New York: Summary level: 160, state:36> place:31896",14280,9999,9509,156,0,40,0,0,294,40,254,4281
"Holtsville CDP, New York: Summary level: 160, state:36> place:35254",19365,16899,14875,822,0,825,0,0,377,45,332,2466
"Kings Park CDP, New York: Summary level: 160, state:36> place:39672",16707,15674,14453,237,0,772,0,63,149,0,149,1033
"New Hempstead village, New York: Summary level: 160, state:36> place:50353",5354,5062,3883,1041,0,113,0,0,25,0,25,292
"Seneca Falls CDP, New York: Summary level: 160, state:36> place:66322",6032,5845,5429,157,40,136,0,1,82,0,82,187
"East Randolph CDP, New York: Summary level: 160, state:36> place:22843",519,513,483,15,0,3,0,0,12,0,12,6
"Perrysburg CDP, New York: Summary level: 160, state:36> place:57287",395,389,377,4,4,0,0,4,0,0,0,6
"Copake Falls CDP, New York: Summary level: 160, state:36> place:18113",303,303,246,0,0,0,0,0,57,0,57,0
"Pierrepont Manor CDP, New York: Summary level: 160, state:36> place:57782",204,204,186,0,18,0,0,0,0,0,0,0
"Piffard CDP, New York: Summary level: 160, state:36> place:57804",284,274,274,0,0,0,0,0,0,0,0,10
"Pike CDP, New York: Summary level: 160, state:36> place:57815",240,235,203,32,0,0,0,0,0,0,0,5
"Pine Valley CDP, New York: Summary level: 160, state:36> place:58189",748,673,637,0,0,0,0,0,36,0,36,75
"Plessis CDP, New York: Summary level: 160, state:36> place:58739",175,175,162,13,0,0,0,0,0,0,0,0
"York Hamlet CDP, New York: Summary level: 160, state:36> place:84035",399,399,378,0,0,0,0,0,21,0,21,0
"Watchtower CDP, New York: Summary level: 160, state:36> place:78487",2147,1457,872,339,0,144,0,0,102,11,91,690
"Water Mill CDP, New York: Summary level: 160, state:36> place:78575",1906,1659,1489,2,14,64,0,0,90,36,54,247
"Brasher Falls CDP, New York: Summary level: 160, state:36> place:07960",734,734,726,4,0,4,0,0,0,0,0,0
"Campbell CDP, New York: Summary level: 160, state:36> place:11935",713,691,681,10,0,0,0,0,0,0,0,22
"Caroga Lake CDP, New York: Summary level: 160, state:36> place:12584",590,590,514,0,33,0,0,0,43,0,43,0
"Central Bridge CDP, New York: Summary level: 160, state:36> place:13530",328,328,318,0,0,0,0,0,10,0,10,0
"Chautauqua CDP, New York: Summary level: 160, state:36> place:14058",380,364,290,41,0,10,0,3,20,6,14,16
"Chadwicks CDP, New York: Summary level: 160, state:36> place:13662",1366,1343,1343,0,0,0,0,0,0,0,0,23
"Chenango Bridge CDP, New York: Summary level: 160, state:36> place:15121",2916,2916,2849,0,0,33,0,10,24,0,24,0
"Clarkson CDP, New York: Summary level: 160, state:36> place:15946",4365,4015,3882,120,0,0,0,0,13,0,13,350
"Chazy CDP, New York: Summary level: 160, state:36> place:14102",523,523,523,0,0,0,0,0,0,0,0,0
"Chestertown CDP, New York: Summary level: 160, state:36> place:15363",515,512,509,3,0,0,0,0,0,0,0,3
"Clarence CDP, New York: Summary level: 160, state:36> place:15814",2756,2736,2654,41,0,30,0,0,11,0,11,20
"Colton CDP, New York: Summary level: 160, state:36> place:17398",400,397,397,0,0,0,0,0,0,0,0,3
"Conesus Hamlet CDP, New York: Summary level: 160, state:36> place:17620",455,445,445,0,0,0,0,0,0,0,0,10
"Coopers Plains CDP, New York: Summary level: 160, state:36> place:18036",416,416,405,0,0,0,0,0,11,0,11,0
"Conesus Lake CDP, New York: Summary level: 160, state:36> place:17622",2374,2313,2181,0,0,49,22,0,61,0,61,61
"Cranberry Lake CDP, New York: Summary level: 160, state:36> place:18817",170,170,170,0,0,0,0,0,0,0,0,0
"Cumminsville CDP, New York: Summary level: 160, state:36> place:19411",145,145,145,0,0,0,0,0,0,0,0,0
"Cuylerville CDP, New York: Summary level: 160, state:36> place:19510",226,209,209,0,0,0,0,0,0,0,0,17
"Crystal Beach CDP, New York: Summary level: 160, state:36> place:19308",801,777,712,0,0,65,0,0,0,0,0,24
"Dalton CDP, New York: Summary level: 160, state:36> place:19587",337,337,337,0,0,0,0,0,0,0,0,0
"Davenport Center CDP, New York: Summary level: 160, state:36> place:19774",222,222,222,0,0,0,0,0,0,0,0,0
"DeKalb Junction CDP, New York: Summary level: 160, state:36> place:20049",652,652,647,5,0,0,0,0,0,0,0,0
"Downsville CDP, New York: Summary level: 160, state:36> place:20852",472,472,455,0,0,0,0,0,17,0,17,0
"Durhamville CDP, New York: Summary level: 160, state:36> place:21226",966,966,966,0,0,0,0,0,0,0,0,0
"East Avon CDP, New York: Summary level: 160, state:36> place:21600",740,740,740,0,0,0,0,0,0,0,0,0
"Edmeston CDP, New York: Summary level: 160, state:36> place:23602",671,666,653,0,0,9,0,4,0,0,0,5
"Eggertsville CDP, New York: Summary level: 160, state:36> place:23701",15546,14685,10958,2069,138,1040,0,73,407,0,407,861
"Elizabethtown CDP, New York: Summary level: 160, state:36> place:23822",716,653,616,21,0,0,0,2,14,0,14,63
"Erin CDP, New York: Summary level: 160, state:36> place:24625",396,396,373,10,3,8,0,0,2,0,2,0
"Felts Mills CDP, New York: Summary level: 160, state:36> place:25571",396,367,367,0,0,0,0,0,0,0,0,29
"Fort Covington Hamlet CDP, New York: Summary level: 160, state:36> place:26752",1530,1517,998,27,385,1,0,20,86,0,86,13
"Fowlerville CDP, New York: Summary level: 160, state:36> place:27133",150,150,150,0,0,0,0,0,0,0,0,0
"Freedom Plains CDP, New York: Summary level: 160, state:36> place:27452",336,336,317,19,0,0,0,0,0,0,0,0
"Fishers Landing CDP, New York: Summary level: 160, state:36> place:25934",65,65,65,0,0,0,0,0,0,0,0,0
"Gates CDP, New York: Summary level: 160, state:36> place:28453",5035,4823,4028,501,0,99,0,0,195,0,195,212
"Gilgo CDP, New York: Summary level: 160, state:36> place:28990",206,206,206,0,0,0,0,0,0,0,0,0
"Worcester CDP, New York: Summary level: 160, state:36> place:83118",949,851,790,15,0,0,0,0,46,0,46,98
"Glen Aubrey CDP, New York: Summary level: 160, state:36> place:29058",292,292,281,6,0,0,0,0,5,0,5,0
"Grandyle Village CDP, New York: Summary level: 160, state:36> place:29894",4873,4631,4488,58,0,73,0,0,12,0,12,242
"Greigsville CDP, New York: Summary level: 160, state:36> place:30807",338,338,338,0,0,0,0,0,0,0,0,0
"Belle Terre village, New York: Summary level: 160, state:36> place:05672",681,652,591,18,0,34,0,0,9,0,9,29
"Bellport village, New York: Summary level: 160, state:36> place:05771",2008,1979,1834,21,0,88,0,0,36,6,30,29
"Center Moriches CDP, New York: Summary level: 160, state:36> place:13420",8395,7431,6993,253,0,86,0,13,86,0,86,964
"Deer Park CDP, New York: Summary level: 160, state:36> place:19972",27273,22628,16084,3515,0,2289,0,73,667,94,573,4645
"Springs CDP, New York: Summary level: 160, state:36> place:70387",6912,5698,5132,169,29,348,0,0,20,0,20,1214
"Terryville CDP, New York: Summary level: 160, state:36> place:73352",12340,9325,8364,648,0,281,0,0,32,0,32,3015
"Walton village, New York: Summary level: 160, state:36> place:78036",3160,3053,3028,0,0,0,0,0,25,0,25,107
"Albany city, New York: Summary level: 160, state:36> place:01000",97889,87876,48851,27329,109,6792,21,416,4358,319,4039,10013
"Hoosick Falls village, New York: Summary level: 160, state:36> place:35474",3411,3360,3303,0,6,6,0,0,45,0,45,51
"New York city, New York: Summary level: 160, state:36> place:51000",8443713,5986576,2713930,1853055,15017,1167421,2794,71758,162601,22404,140197,2457137
"Bloomfield village, New York: Summary level: 160, state:36> place:06945",1467,1418,1376,22,0,0,0,0,20,0,20,49
"Phelps village, New York: Summary level: 160, state:36> place:57518",1737,1737,1709,8,0,7,0,0,13,0,13,0
"Falconer village, New York: Summary level: 160, state:36> place:25164",2391,2359,2325,9,0,0,0,0,25,0,25,32
"Jamestown city, New York: Summary level: 160, state:36> place:38264",29799,27203,24445,1297,121,144,21,32,1143,33,1110,2596
"Silver Creek village, New York: Summary level: 160, state:36> place:67411",2360,2305,2219,35,17,0,0,0,34,5,29,55
"Turin village, New York: Summary level: 160, state:36> place:75682",265,236,236,0,0,0,0,0,0,0,0,29
"Woodmere CDP, New York: Summary level: 160, state:36> place:82942",17467,16156,14812,734,0,454,0,50,106,44,62,1311
"Plandome Manor village, New York: Summary level: 160, state:36> place:58497",785,752,638,0,0,106,0,0,8,0,8,33
"South Floral Park village, New York: Summary level: 160, state:36> place:69023",1986,1537,136,1013,3,335,0,0,50,20,30,449
"Westbury village, New York: Summary level: 160, state:36> place:79444",15320,11382,5545,3837,0,1759,0,59,182,31,151,3938
"Woodsburgh village, New York: Summary level: 160, state:36> place:82986",755,738,726,7,0,5,0,0,0,0,0,17
"Clark Mills CDP, New York: Summary level: 160, state:36> place:15902",1588,1541,1478,0,0,63,0,0,0,0,0,47
"Holland Patent village, New York: Summary level: 160, state:36> place:35144",338,338,338,0,0,0,0,0,0,0,0,0
"Oriskany Falls village, New York: Summary level: 160, state:36> place:55376",818,818,790,12,0,0,0,0,16,0,16,0
"Mechanicstown CDP, New York: Summary level: 160, state:36> place:46349",6957,4717,3186,1218,0,141,0,0,172,0,172,2240
"Tuxedo Park village, New York: Summary level: 160, state:36> place:75803",591,573,538,6,0,17,0,0,12,0,12,18
"Washingtonville village, New York: Summary level: 160, state:36> place:78465",5748,4462,3886,461,0,78,0,20,17,0,17,1286
"Phoenix village, New York: Summary level: 160, state:36> place:57661",2440,2410,2255,4,16,34,0,0,101,0,101,30
"Sandy Creek village, New York: Summary level: 160, state:36> place:65068",789,785,763,2,0,0,1,0,19,0,19,4
"Balmville CDP, New York: Summary level: 160, state:36> place:04286",3093,2261,1865,330,0,0,0,0,66,31,35,832
"Florida village, New York: Summary level: 160, state:36> place:26319",2836,2292,1986,108,44,58,0,5,91,0,91,544
"Greenwood Lake village, New York: Summary level: 160, state:36> place:30752",3094,2393,2222,40,99,0,0,0,32,0,32,701
"Middletown city, New York: Summary level: 160, state:36> place:47042",27644,16526,9034,5505,31,1093,0,376,487,26,461,11118
"New Windsor CDP, New York: Summary level: 160, state:36> place:50837",9185,6669,5312,919,9,291,14,0,124,0,124,2516
"Walden village, New York: Summary level: 160, state:36> place:77849",6726,5878,4730,820,0,44,19,151,114,0,114,848
"West Point CDP, New York: Summary level: 160, state:36> place:80747",6670,6057,4697,478,23,338,0,73,448,8,440,613
"Chester village, New York: Summary level: 160, state:36> place:15297",3981,2774,1730,673,0,284,0,0,87,0,87,1207
"Fishkill village, New York: Summary level: 160, state:36> place:25967",1957,1674,1469,103,0,76,0,0,26,0,26,283
"Myers Corner CDP, New York: Summary level: 160, state:36> place:49363",6620,5790,4697,89,18,838,0,55,93,0,93,830
"Pine Plains CDP, New York: Summary level: 160, state:36> place:58145",1347,1266,1262,0,0,0,0,0,4,0,4,81
"Arlington CDP, New York: Summary level: 160, state:36> place:02616",3556,2953,1579,862,8,235,0,82,187,11,176,603
"Philmont village, New York: Summary level: 160, state:36> place:57639",1165,1135,1045,25,0,21,0,0,44,0,44,30
"Brighton CDP, New York: Summary level: 160, state:36> place:08257",36447,34711,27907,2137,146,3675,16,20,810,13,797,1736
"Rochester city, New York: Summary level: 160, state:36> place:63000",207778,169723,76054,79344,518,6637,12,548,6610,322,6288,38055
"Stony Point CDP, New York: Summary level: 160, state:36> place:71663",12869,10488,8877,1169,45,264,0,0,133,28,105,2381
"Sidney village, New York: Summary level: 160, state:36> place:67334",4009,3829,3650,31,0,14,0,0,134,0,134,180
"Upper Nyack village, New York: Summary level: 160, state:36> place:76386",2174,2001,1759,129,0,34,0,8,71,0,71,173
"Elba village, New York: Summary level: 160, state:36> place:23745",645,605,584,4,0,0,0,0,17,0,17,40
"Hudson city, New York: Summary level: 160, state:36> place:35969",6339,5835,3576,1353,0,495,0,3,408,10,398,504
"Stottville CDP, New York: Summary level: 160, state:36> place:71718",1359,1207,1071,32,0,0,0,0,104,0,104,152
"Brockport village, New York: Summary level: 160, state:36> place:08466",8350,7881,7104,329,7,236,0,9,196,0,196,469
"Honeoye Falls village, New York: Summary level: 160, state:36> place:35364",2742,2730,2598,24,0,19,0,0,89,0,89,12
"Village of the Branch village, New York: Summary level: 160, state:36> place:77519",1770,1731,1646,14,0,65,0,2,4,1,3,39
"Delevan village, New York: Summary level: 160, state:36> place:20115",1007,1007,1004,0,0,3,0,0,0,0,0,0
"St. Bonaventure CDP, New York: Summary level: 160, state:36> place:64551",1947,1805,1629,87,5,65,0,11,8,0,8,142
"Gloversville city, New York: Summary level: 160, state:36> place:29443",14938,14282,13665,278,99,134,7,0,99,0,99,656
"Mayfield village, New York: Summary level: 160, state:36> place:46206",795,771,771,0,0,0,0,0,0,0,0,24
"Sand Ridge CDP, New York: Summary level: 160, state:36> place:65024",557,557,557,0,0,0,0,0,0,0,0,0
"Vails Gate CDP, New York: Summary level: 160, state:36> place:76584",3122,2420,1281,835,0,281,0,0,23,0,23,702
"Warwick village, New York: Summary level: 160, state:36> place:78355",6779,6226,5666,338,102,52,54,0,14,0,14,553
"Niverville CDP, New York: Summary level: 160, state:36> place:51297",1262,1257,1211,14,0,0,0,0,32,0,32,5
"Irondequoit CDP, New York: Summary level: 160, state:36> place:37737",50427,46191,40436,4226,76,480,0,69,904,2,902,4236
"Scottsville village, New York: Summary level: 160, state:36> place:65959",2014,1866,1679,124,0,35,0,0,28,0,28,148
"Blauvelt CDP, New York: Summary level: 160, state:36> place:06860",5620,5048,4536,106,0,318,0,0,88,0,88,572
"Chestnut Ridge village, New York: Summary level: 160, state:36> place:15400",8057,7077,4940,1416,0,441,0,30,250,0,250,980
"Haverstraw village, New York: Summary level: 160, state:36> place:32754",12081,3888,2565,940,0,259,0,0,124,9,115,8193
"Kaser village, New York: Summary level: 160, state:36> place:38934",5179,5179,5175,0,0,0,0,0,4,0,4,0
"Montebello village, New York: Summary level: 160, state:36> place:48090",4616,4435,3806,209,0,269,0,0,151,0,151,181
"New City CDP, New York: Summary level: 160, state:36> place:50100",34652,30916,23218,3083,29,3775,0,127,684,118,566,3736
"Pomona village, New York: Summary level: 160, state:36> place:58992",2955,2696,1922,425,0,288,0,0,61,0,61,259
"Heuvelton village, New York: Summary level: 160, state:36> place:34264",719,718,698,8,8,0,0,0,4,0,4,1
"Dolgeville village, New York: Summary level: 160, state:36> place:20731",2581,2542,2478,7,33,0,0,0,24,0,24,39
"Herkimer village, New York: Summary level: 160, state:36> place:34121",6899,6747,6159,227,26,83,0,42,210,17,193,152
"Middleville village, New York: Summary level: 160, state:36> place:47108",570,570,554,0,0,0,0,0,16,0,16,0
"Beacon city, New York: Summary level: 160, state:36> place:05100",14279,11469,8246,2191,72,352,12,0,596,0,596,2810
"Victor village, New York: Summary level: 160, state:36> place:77376",2733,2702,2589,10,0,51,0,39,13,0,13,31
"Schaghticoke village, New York: Summary level: 160, state:36> place:65475",647,647,637,0,5,5,0,0,0,0,0,0
"Wynantskill CDP, New York: Summary level: 160, state:36> place:83349",3328,3168,3127,0,0,0,0,7,34,0,34,160
"Union Springs village, New York: Summary level: 160, state:36> place:76155",1170,1053,955,16,2,13,0,0,67,0,67,117
"Colonie village, New York: Summary level: 160, state:36> place:17332",7793,7626,6398,204,33,743,0,14,234,0,234,167
"Weston Mills CDP, New York: Summary level: 160, state:36> place:80632",1384,1339,1319,1,19,0,0,0,0,0,0,45
"Clayton village, New York: Summary level: 160, state:36> place:16089",2018,2009,1942,50,0,2,0,0,15,0,15,9
"Deferiet village, New York: Summary level: 160, state:36> place:19994",300,295,282,0,0,0,0,0,13,0,13,5
"Depauville CDP, New York: Summary level: 160, state:36> place:20302",382,382,382,0,0,0,0,0,0,0,0,0
"Evans Mills village, New York: Summary level: 160, state:36> place:24823",472,446,419,7,2,4,0,0,14,0,14,26
"Port Ewen CDP, New York: Summary level: 160, state:36> place:59311",3442,3227,2961,28,0,52,0,0,186,0,186,215
"Saugerties South CDP, New York: Summary level: 160, state:36> place:65310",1825,1709,1550,85,0,8,0,0,66,0,66,116
"Stone Ridge CDP, New York: Summary level: 160, state:36> place:71597",1156,1146,640,125,0,257,0,0,124,0,124,10
"Wallkill CDP, New York: Summary level: 160, state:36> place:78003",2050,1919,1587,163,0,156,0,0,13,0,13,131
"West Hurley CDP, New York: Summary level: 160, state:36> place:80291",1871,1868,1840,0,0,21,0,0,7,0,7,3
"Woodstock CDP, New York: Summary level: 160, state:36> place:83041",2135,2038,1817,99,0,37,0,0,85,0,85,97
"Cambridge village, New York: Summary level: 160, state:36> place:11825",1806,1773,1692,13,14,37,0,0,17,0,17,33
"Hudson Falls village, New York: Summary level: 160, state:36> place:35980",7133,7032,6707,96,46,27,0,17,139,16,123,101
"Waterford village, New York: Summary level: 160, state:36> place:78520",2091,1887,1684,29,0,153,0,0,21,0,21,204
"Lake George village, New York: Summary level: 160, state:36> place:40508",1034,988,942,22,0,0,0,0,24,0,24,46
"Chateaugay village, New York: Summary level: 160, state:36> place:13981",729,720,699,0,0,14,0,0,7,0,7,9
"Malone village, New York: Summary level: 160, state:36> place:44710",5694,5545,5475,19,40,0,0,0,11,0,11,149
"Aquebogue CDP, New York: Summary level: 160, state:36> place:02374",1690,1470,1335,135,0,0,0,0,0,0,0,220
"Bridgehampton CDP, New York: Summary level: 160, state:36> place:08136",1322,1048,781,223,0,27,0,0,17,0,17,274
"Little Valley village, New York: Summary level: 160, state:36> place:42829",1180,1100,982,63,40,0,0,0,15,0,15,80
"Centerport CDP, New York: Summary level: 160, state:36> place:13442",5251,5012,4782,9,0,157,0,0,64,0,64,239
"Dix Hills CDP, New York: Summary level: 160, state:36> place:20687",26819,25159,19109,1144,35,4278,66,229,298,66,232,1660
"West Babylon CDP, New York: Summary level: 160, state:36> place:79246",42918,35608,28456,4735,36,1690,0,186,505,29,476,7310
"Brownville village, New York: Summary level: 160, state:36> place:10231",1047,1035,1033,2,0,0,0,0,0,0,0,12
"North Lindenhurst CDP, New York: Summary level: 160, state:36> place:53198",10584,8619,7207,889,0,293,0,12,218,39,179,1965
"Riverhead CDP, New York: Summary level: 160, state:36> place:61973",14067,10762,7867,2535,0,190,0,34,136,4,132,3305
"South Huntington CDP, New York: Summary level: 160, state:36> place:69254",10000,8478,7626,169,0,633,0,0,50,43,7,1522
"Shinnecock Hills CDP, New York: Summary level: 160, state:36> place:67048",2502,2100,1652,12,0,403,0,21,12,0,12,402
"Flanders CDP, New York: Summary level: 160, state:36> place:26121",4787,2625,2056,409,5,96,0,38,21,0,21,2162
"Fort Edward village, New York: Summary level: 160, state:36> place:26770",3307,3272,3228,0,4,0,0,0,40,0,40,35
"Stillwater village, New York: Summary level: 160, state:36> place:71322",1954,1919,1822,40,8,14,0,0,35,0,35,35
"West Glens Falls CDP, New York: Summary level: 160, state:36> place:80082",7005,6926,6381,344,115,72,0,0,14,0,14,79
"Great River CDP, New York: Summary level: 160, state:36> place:30235",1373,1287,1283,0,0,0,0,0,4,0,4,86
"Hauppauge CDP, New York: Summary level: 160, state:36> place:32732",19580,17977,15746,695,11,1309,0,92,124,9,115,1603
"Lindenhurst village, New York: Summary level: 160, state:36> place:42554",27053,22164,20400,883,14,475,0,0,392,11,381,4889
"Oakfield village, New York: Summary level: 160, state:36> place:54155",1749,1703,1599,31,15,14,0,0,44,3,41,46
"Briarcliff Manor village, New York: Summary level: 160, state:36> place:08103",7697,7093,6002,205,0,602,7,12,265,8,257,604
"Bronxville village, New York: Summary level: 160, state:36> place:08532",6394,6012,5288,51,0,539,0,19,115,6,109,382
"Centre Island village, New York: Summary level: 160, state:36> place:13618",472,452,409,2,0,36,0,2,3,0,3,20
"Chittenango village, New York: Summary level: 160, state:36> place:15561",4920,4856,4792,0,0,16,0,0,48,0,48,64
"Larchmont village, New York: Summary level: 160, state:36> place:41333",6092,5577,5000,84,0,302,0,0,191,0,191,515
"Mount Kisco village, New York: Summary level: 160, state:36> place:48890",10894,6705,5479,539,0,565,0,47,75,0,75,4189
"Pleasantville village, New York: Summary level: 160, state:36> place:58728",7214,5895,5170,302,0,226,0,75,122,0,122,1319
"Atlantic Beach village, New York: Summary level: 160, state:36> place:02968",1398,1342,1268,21,15,21,0,0,17,0,17,56
"Baldwin CDP, New York: Summary level: 160, state:36> place:04143",25134,18803,8497,8704,0,849,29,37,687,141,546,6331
"Cedarhurst village, New York: Summary level: 160, state:36> place:13233",6661,5394,5170,100,0,103,0,0,21,0,21,1267
"East Massapequa CDP, New York: Summary level: 160, state:36> place:22480",18331,16472,13843,2162,0,260,0,35,172,27,145,1859
"Garden City South CDP, New York: Summary level: 160, state:36> place:28200",4322,3958,3634,7,0,295,0,0,22,5,17,364
"Great Neck village, New York: Summary level: 160, state:36> place:30169",10203,9026,7918,82,0,948,0,0,78,0,78,1177
"Kings Point village, New York: Summary level: 160, state:36> place:39694",5187,5094,4841,51,0,65,0,0,137,0,137,93
"Peru CDP, New York: Summary level: 160, state:36> place:57364",1512,1512,1478,0,0,34,0,0,0,0,0,0
"Plattsburgh city, New York: Summary level: 160, state:36> place:58574",19515,18831,16810,798,35,662,9,72,445,0,445,684
"Watervliet city, New York: Summary level: 160, state:36> place:78674",10120,9313,7451,1072,0,404,0,0,386,0,386,807
"East Hills village, New York: Summary level: 160, state:36> place:22260",7113,6813,6081,45,0,597,0,0,90,0,90,300
"Farmingdale village, New York: Summary level: 160, state:36> place:25384",8842,7752,6624,330,10,600,0,46,142,0,142,1090
"Glenwood Landing CDP, New York: Summary level: 160, state:36> place:29421",3910,3680,3263,126,0,162,0,0,129,0,129,230
"Great Neck Gardens CDP, New York: Summary level: 160, state:36> place:30202",1183,1183,813,0,0,343,0,0,27,0,27,0
"Inwood CDP, New York: Summary level: 160, state:36> place:37583",9804,5235,2885,1939,32,289,0,57,33,13,20,4569
"Massapequa Park village, New York: Summary level: 160, state:36> place:45997",17120,15991,15377,34,7,336,0,0,237,0,237,1129
"North New Hyde Park CDP, New York: Summary level: 160, state:36> place:53275",15726,14125,7872,219,30,5711,0,190,103,0,103,1601
"Old Westbury village, New York: Summary level: 160, state:36> place:54705",4742,4481,3136,358,3,817,0,23,144,37,107,261
"Plandome Heights village, New York: Summary level: 160, state:36> place:58486",949,910,775,0,0,127,0,2,6,2,4,39
"South Hempstead CDP, New York: Summary level: 160, state:36> place:69188",3123,2531,2052,350,0,21,0,82,26,0,26,592
"Margaretville village, New York: Summary level: 160, state:36> place:45557",543,530,493,13,0,0,0,0,24,0,24,13
"South Valley Stream CDP, New York: Summary level: 160, state:36> place:69892",6930,6004,2103,2337,1,1256,10,172,125,17,108,926
"Upper Brookville village, New York: Summary level: 160, state:36> place:76331",1607,1514,1146,6,0,314,0,5,43,0,43,93
"Williston Park village, New York: Summary level: 160, state:36> place:82117",7294,6675,5511,132,23,862,0,23,124,0,124,619
"Woodbury CDP, New York: Summary level: 160, state:36> place:82744",8603,8381,6894,210,0,1210,0,0,67,15,52,222
"New York Mills village, New York: Summary level: 160, state:36> place:51011",3381,3340,3161,0,0,74,0,0,105,0,105,41
"Oriskany village, New York: Summary level: 160, state:36> place:55365",1246,1238,1198,29,0,0,0,0,11,0,11,8
"Rome city, New York: Summary level: 160, state:36> place:63418",32338,30153,26931,2139,36,401,0,27,619,0,619,2185
"Fayetteville village, New York: Summary level: 160, state:36> place:25527",4133,4104,3850,69,0,62,0,0,123,0,123,29
"Canton village, New York: Summary level: 160, state:36> place:12331",6501,6276,5614,403,25,109,7,17,101,4,97,225
"Bardonia CDP, New York: Summary level: 160, state:36> place:04396",3839,3695,2984,69,0,544,0,0,98,0,98,144
"Piermont village, New York: Summary level: 160, state:36> place:57749",2543,2277,1876,95,0,210,0,0,96,9,87,266
"Sloatsburg village, New York: Summary level: 160, state:36> place:67708",3111,2582,2372,136,0,30,0,17,27,0,27,529
"Massena village, New York: Summary level: 160, state:36> place:46019",10090,10024,9435,14,247,166,0,20,142,0,142,66
"Potsdam village, New York: Summary level: 160, state:36> place:59564",9281,8703,7696,514,42,237,6,72,136,0,136,578
"Unadilla village, New York: Summary level: 160, state:36> place:76001",1074,1055,1033,3,15,0,0,0,4,0,4,19
"Highland CDP, New York: Summary level: 160, state:36> place:34484",5620,4858,4087,554,0,78,0,12,127,0,127,762
"Lincoln Park CDP, New York: Summary level: 160, state:36> place:42488",2147,1944,1744,145,8,10,0,0,37,0,37,203
"Marlboro CDP, New York: Summary level: 160, state:36> place:45700",3565,3374,3127,120,0,60,0,0,67,0,67,191
"New Paltz village, New York: Summary level: 160, state:36> place:50551",7175,6070,5227,252,0,489,0,21,81,5,76,1105
"Pine Hill CDP, New York: Summary level: 160, state:36> place:58057",166,166,166,0,0,0,0,0,0,0,0,0
