,Median gross rent,Median INC adjusted to year,Per capita income adjusted to year,Total,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more"
"Noyack CDP, New York: Summary level: 160, state:36> place:54056",2001,76131,50289.0,1619,22,0,123,148,54,9,52,37,103,130,122,276,88,107,116,232
"Nunda village, New York: Summary level: 160, state:36> place:54078",553,38860,18688.0,599,110,53,32,14,33,30,43,73,21,23,39,63,40,16,9,0
"Nyack village, New York: Summary level: 160, state:36> place:54100",1385,56469,38305.0,3334,345,120,125,113,90,291,53,154,180,276,347,355,208,162,243,272
"Oak Beach-Captree CDP, New York: Summary level: 160, state:36> place:54112",-666666666,154263,104961.0,231,0,0,0,0,0,0,0,0,6,40,42,0,0,0,58,85
"Oakdale CDP, New York: Summary level: 160, state:36> place:54144",1438,84904,42574.0,2840,62,26,132,105,125,111,199,76,96,157,188,222,335,411,241,354
"Oakfield village, New York: Summary level: 160, state:36> place:54155",626,47167,22151.0,702,22,63,20,23,72,41,49,48,29,49,104,94,49,24,8,7
"Ocean Beach village, New York: Summary level: 160, state:36> place:54430",-666666666,46964,36333.0,39,9,0,0,0,0,0,4,1,7,3,2,4,4,1,1,3
"Oceanside CDP, New York: Summary level: 160, state:36> place:54441",1431,96200,41421.0,10794,365,307,349,270,273,266,330,335,165,534,1002,1401,1281,948,1471,1497
"Odessa village, New York: Summary level: 160, state:36> place:54452",585,43750,22378.0,275,22,23,22,31,9,8,2,27,20,28,21,32,18,7,2,3
"Ogdensburg city, New York: Summary level: 160, state:36> place:54485",585,35906,21818.0,4231,550,348,344,212,325,301,243,142,160,242,375,442,249,132,121,45
"Olcott CDP, New York: Summary level: 160, state:36> place:54540",831,50435,24841.0,530,25,19,48,35,36,50,15,16,17,65,62,88,35,11,0,8
"Old Bethpage CDP, New York: Summary level: 160, state:36> place:54551",430,106250,41620.0,1809,15,77,114,45,10,28,19,49,48,110,152,171,152,186,316,317
"Old Brookville village, New York: Summary level: 160, state:36> place:54562",1800,159861,79628.0,795,20,6,6,19,7,7,15,0,6,26,22,75,84,80,70,352
"Old Field village, New York: Summary level: 160, state:36> place:54617",-666666666,243750,139410.0,320,7,0,0,3,4,0,10,2,0,6,3,20,44,12,26,183
"Old Forge CDP, New York: Summary level: 160, state:36> place:54639",619,33500,28394.0,342,15,27,52,17,29,34,37,0,13,19,51,11,21,0,0,16
"Old Westbury village, New York: Summary level: 160, state:36> place:54705",1370,195417,61539.0,921,0,4,12,10,11,0,21,49,0,51,52,32,115,32,74,458
"Olean city, New York: Summary level: 160, state:36> place:54716",643,39552,24047.0,6247,517,480,562,416,445,266,490,194,284,680,667,461,407,197,34,147
"Oneida city, New York: Summary level: 160, state:36> place:54837",684,46479,24223.0,4552,437,206,440,234,242,204,219,194,307,415,447,531,273,171,172,60
"Oneida Castle village, New York: Summary level: 160, state:36> place:54848",717,49135,26210.0,285,20,11,11,13,28,8,24,17,15,16,14,44,23,26,9,6
"Oneonta city, New York: Summary level: 160, state:36> place:54881",850,37516,17796.0,4372,643,391,355,353,225,138,235,212,150,298,314,495,318,46,101,98
"Ontario CDP, New York: Summary level: 160, state:36> place:55002",353,35255,25204.0,998,44,130,30,137,119,34,64,10,27,73,30,80,116,104,0,0
"Orangeburg CDP, New York: Summary level: 160, state:36> place:55167",821,84922,31587.0,1433,87,123,142,47,27,70,22,35,17,34,27,212,113,194,190,93
"Orange Lake CDP, New York: Summary level: 160, state:36> place:55189",1472,91076,35731.0,2641,91,30,141,15,76,102,98,58,53,131,296,389,384,354,264,159
"Orchard Park village, New York: Summary level: 160, state:36> place:55266",889,71792,39096.0,1449,42,65,58,65,63,23,48,85,37,140,125,204,213,89,151,41
"Orient CDP, New York: Summary level: 160, state:36> place:55321",1388,82895,50624.0,346,0,4,0,4,20,7,10,0,10,33,61,89,28,21,28,31
"Oriskany village, New York: Summary level: 160, state:36> place:55365",832,57125,26045.0,523,18,13,44,32,13,21,25,40,25,53,84,68,48,35,0,4
"Oriskany Falls village, New York: Summary level: 160, state:36> place:55376",640,57917,25654.0,314,8,18,18,12,10,18,16,14,12,56,40,64,9,17,0,2
"Ossining village, New York: Summary level: 160, state:36> place:55530",1405,66036,28632.0,7789,240,398,411,417,318,197,312,477,249,648,717,907,702,387,709,700
"Oswego city, New York: Summary level: 160, state:36> place:55574",703,40140,23230.0,7476,1093,545,546,479,297,480,283,356,295,488,720,851,482,209,211,141
"Otego village, New York: Summary level: 160, state:36> place:55618",841,57721,30553.0,491,17,24,24,34,20,6,17,2,30,87,56,40,49,59,17,9
"Otisville village, New York: Summary level: 160, state:36> place:55673",897,68750,31147.0,416,27,5,30,3,31,3,14,0,15,52,39,64,29,46,33,25
"Eastchester CDP, New York: Summary level: 160, state:36> place:21809",1640,103224,54857.0,7799,150,204,223,120,160,222,233,320,264,430,624,839,804,604,1037,1565
"East Farmingdale CDP, New York: Summary level: 160, state:36> place:21985",1572,85417,32246.0,2007,69,56,26,93,60,41,45,81,54,124,160,307,409,130,221,131
"East Garden City CDP, New York: Summary level: 160, state:36> place:22065",2001,90556,30088.0,1152,41,60,46,38,37,33,69,0,12,43,60,150,208,26,94,235
"East Glenville CDP, New York: Summary level: 160, state:36> place:22084",919,66962,31574.0,2593,107,61,45,159,64,138,58,165,74,249,326,369,308,236,154,80
"East Greenbush CDP, New York: Summary level: 160, state:36> place:22106",978,94238,42953.0,1801,45,0,69,0,31,13,97,29,87,158,260,243,249,107,288,125
"East Hampton village, New York: Summary level: 160, state:36> place:22183",1989,89375,96923.0,593,13,19,23,0,11,12,15,26,39,44,43,112,44,13,48,131
"East Hampton North CDP, New York: Summary level: 160, state:36> place:22200",1633,55870,34890.0,1580,59,53,85,47,128,46,20,252,24,154,52,133,100,133,183,111
"East Hills village, New York: Summary level: 160, state:36> place:22260",-666666666,180735,84282.0,2214,58,18,30,27,8,20,11,46,8,75,83,195,179,209,264,983
"East Islip CDP, New York: Summary level: 160, state:36> place:22315",1404,104934,40406.0,4510,47,96,94,104,114,216,101,79,78,214,283,642,620,433,751,638
"East Ithaca CDP, New York: Summary level: 160, state:36> place:22326",649,51250,33724.0,1110,189,14,81,73,0,48,124,19,0,85,95,43,118,87,68,66
"East Kingston CDP, New York: Summary level: 160, state:36> place:22370",-666666666,46250,16147.0,82,7,0,0,6,0,0,17,11,12,17,12,0,0,0,0,0
"East Marion CDP, New York: Summary level: 160, state:36> place:22447",1431,66583,43634.0,468,0,4,39,22,49,12,0,11,27,17,75,35,62,37,36,42
"East Massapequa CDP, New York: Summary level: 160, state:36> place:22480",1152,99589,39314.0,6418,150,67,189,126,346,125,209,129,195,252,548,886,616,823,882,875
"East Meadow CDP, New York: Summary level: 160, state:36> place:22502",1689,92311,35976.0,12226,274,361,409,539,205,237,366,360,376,652,1142,1729,1532,1269,1543,1232
"East Moriches CDP, New York: Summary level: 160, state:36> place:22546",1740,92200,41990.0,1946,75,55,41,97,0,54,64,0,62,82,300,256,195,223,255,187
"East Nassau village, New York: Summary level: 160, state:36> place:22557",1010,47708,30499.0,250,3,2,0,17,5,59,11,17,22,2,20,36,20,15,17,4
"East Northport CDP, New York: Summary level: 160, state:36> place:22612",1650,104623,41424.0,6968,196,198,159,161,172,153,142,183,148,377,512,943,904,770,1072,878
"East Norwich CDP, New York: Summary level: 160, state:36> place:22623",2001,130307,60303.0,924,32,24,6,22,38,6,9,22,6,33,74,113,56,75,108,300
"East Patchogue CDP, New York: Summary level: 160, state:36> place:22733",1370,67997,30550.0,8270,456,436,530,272,155,250,344,352,306,554,868,945,1136,721,722,223
"Eastport CDP, New York: Summary level: 160, state:36> place:22810",1226,54141,45022.0,674,0,0,103,48,17,48,23,33,7,88,0,33,50,54,74,96
"East Quogue CDP, New York: Summary level: 160, state:36> place:22832",2001,87044,43125.0,1805,18,31,14,27,146,71,96,43,30,78,204,298,220,217,129,183
"East Randolph CDP, New York: Summary level: 160, state:36> place:22843",625,33194,14149.0,191,20,16,25,16,16,9,11,8,6,18,14,17,13,2,0,0
"East Rochester village, New York: Summary level: 160, state:36> place:22865",789,47298,24123.0,2846,203,196,183,158,113,198,122,91,232,270,319,490,158,24,69,20
"East Rockaway village, New York: Summary level: 160, state:36> place:22876",1690,92478,43333.0,3598,112,23,171,44,44,262,103,65,107,173,349,571,340,261,349,624
"East Shoreham CDP, New York: Summary level: 160, state:36> place:22980",2001,124615,42743.0,2036,23,0,10,46,22,53,13,26,48,52,104,277,348,298,360,356
"East Syracuse village, New York: Summary level: 160, state:36> place:23052",571,27114,18974.0,1439,199,327,115,32,55,54,68,91,19,179,96,66,113,7,18,0
"East Williston village, New York: Summary level: 160, state:36> place:23217",2001,156607,68710.0,844,13,12,10,10,24,12,22,14,34,14,26,46,131,45,86,345
"Eatons Neck CDP, New York: Summary level: 160, state:36> place:23316",-666666666,131042,63397.0,493,6,6,10,10,0,37,7,0,0,9,53,46,54,29,76,150
"Eden CDP, New York: Summary level: 160, state:36> place:23404",567,62993,26541.0,1298,44,57,36,11,103,58,78,29,71,135,141,232,160,60,83,0
"Edmeston CDP, New York: Summary level: 160, state:36> place:23602",641,51188,20340.0,290,8,26,7,17,37,7,11,10,3,71,37,26,10,17,0,3
"Eggertsville CDP, New York: Summary level: 160, state:36> place:23701",746,61070,37022.0,6283,503,174,368,261,263,181,287,242,211,607,565,810,495,458,380,478
"Elba village, New York: Summary level: 160, state:36> place:23745",729,71750,30352.0,257,0,3,4,6,6,6,12,6,14,4,79,51,36,10,16,4
"Elbridge village, New York: Summary level: 160, state:36> place:23789",708,63631,29795.0,385,10,23,14,9,6,20,31,18,14,33,52,63,32,20,28,12
"Elizabethtown CDP, New York: Summary level: 160, state:36> place:23822",533,47222,24967.0,304,9,18,25,4,9,44,21,14,12,48,31,21,29,0,19,0
"Ellenville village, New York: Summary level: 160, state:36> place:23965",952,43934,21670.0,1478,121,85,121,113,60,106,64,95,77,143,100,165,45,59,75,49
"Ellicottville village, New York: Summary level: 160, state:36> place:24020",588,37434,45193.0,169,0,13,9,5,0,39,19,13,3,9,17,15,17,3,0,7
"Ellisburg village, New York: Summary level: 160, state:36> place:24075",475,51667,23495.0,82,10,9,0,3,10,5,0,1,1,3,13,13,9,2,3,0
"Elma Center CDP, New York: Summary level: 160, state:36> place:24141",1174,71786,32010.0,1112,48,105,13,43,30,24,50,14,110,83,81,221,120,70,69,31
"Elmira city, New York: Summary level: 160, state:36> place:24229",610,30804,17699.0,11001,1320,1196,919,1032,910,567,509,409,411,961,805,964,530,233,95,140
"Elmira Heights village, New York: Summary level: 160, state:36> place:24251",708,37733,19827.0,1782,135,175,239,138,80,71,92,73,124,144,208,173,86,13,23,8
"Elmont CDP, New York: Summary level: 160, state:36> place:24273",1396,85967,27932.0,9697,150,335,417,272,341,305,300,257,322,582,904,1346,1380,929,971,886
"Elmsford village, New York: Summary level: 160, state:36> place:24295",1763,81809,31194.0,1546,51,22,25,44,64,56,22,73,75,96,163,231,253,149,178,44
"Elwood CDP, New York: Summary level: 160, state:36> place:24405",2001,101674,42654.0,3508,33,57,55,49,104,93,51,59,104,218,373,479,528,304,359,642
"Endicott village, New York: Summary level: 160, state:36> place:24515",643,32599,20623.0,6077,566,535,690,698,288,517,304,209,207,426,576,567,296,113,59,26
"Endwell CDP, New York: Summary level: 160, state:36> place:24526",668,52354,31930.0,5122,312,202,265,261,302,262,196,357,227,486,414,685,493,277,211,172
"Erin CDP, New York: Summary level: 160, state:36> place:24625",-666666666,31932,17963.0,177,16,10,12,18,24,11,24,11,4,18,15,14,0,0,0,0
"Esperance village, New York: Summary level: 160, state:36> place:24713",550,59125,23831.0,149,3,6,4,9,8,8,3,4,0,33,16,34,13,8,0,0
"Evans Mills village, New York: Summary level: 160, state:36> place:24823",493,58125,25409.0,242,27,14,12,5,17,10,2,12,8,26,20,58,7,14,4,6
"Fabius village, New York: Summary level: 160, state:36> place:24867",625,58438,29774.0,147,3,2,3,5,5,18,5,11,5,19,15,16,15,20,4,1
"Fair Haven village, New York: Summary level: 160, state:36> place:24988",550,43750,30277.0,352,29,43,32,24,7,12,13,21,10,24,34,30,32,8,28,5
"Fairmount CDP, New York: Summary level: 160, state:36> place:25043",945,62620,29432.0,4136,180,179,110,208,102,158,206,116,251,457,596,636,426,301,157,53
"Fairport village, New York: Summary level: 160, state:36> place:25076",819,68063,35434.0,2327,43,120,86,112,91,114,51,28,117,188,431,284,202,277,120,63
"Fairview CDP (Dutchess County), New York: Summary level: 160, state:36> place:25109",1216,64141,24201.0,1691,231,9,43,97,50,89,68,66,56,104,122,339,115,159,133,10
"Fairview CDP (Westchester County), New York: Summary level: 160, state:36> place:25120",1429,62857,24493.0,884,122,16,7,39,70,52,8,80,0,43,35,113,53,127,93,26
"Falconer village, New York: Summary level: 160, state:36> place:25164",549,38200,17470.0,1102,84,101,126,61,94,32,71,80,87,104,88,91,78,5,0,0
"Farmingdale village, New York: Summary level: 160, state:36> place:25384",1590,74706,38200.0,3170,91,119,213,60,74,47,140,167,99,293,284,319,453,245,272,294
"Farmingville CDP, New York: Summary level: 160, state:36> place:25417",2001,93368,31608.0,4761,111,54,25,153,126,189,144,92,49,400,448,958,673,454,481,404
"Farnham village, New York: Summary level: 160, state:36> place:25428",731,59205,22649.0,129,7,8,1,5,2,13,0,10,1,21,23,16,10,8,4,0
"Fayetteville village, New York: Summary level: 160, state:36> place:25527",936,72792,46123.0,2152,46,65,47,66,73,63,76,181,129,73,310,172,316,184,193,158
"Felts Mills CDP, New York: Summary level: 160, state:36> place:25571",944,24250,18383.0,97,25,0,6,25,0,0,0,6,21,0,0,14,0,0,0,0
"Fillmore CDP, New York: Summary level: 160, state:36> place:25747",633,39145,19784.0,301,21,25,39,15,16,22,19,30,23,25,13,37,9,7,0,0
"Fire Island CDP, New York: Summary level: 160, state:36> place:25839",1375,81667,32747.0,124,0,0,0,2,12,24,1,2,5,4,2,15,22,6,22,7
"Firthcliffe CDP, New York: Summary level: 160, state:36> place:25857",1258,77321,34862.0,1978,92,53,50,64,25,108,50,76,100,76,269,364,193,123,214,121
"Fishers Island CDP, New York: Summary level: 160, state:36> place:25923",-666666666,149554,64673.0,121,0,0,7,6,0,0,0,0,0,1,6,0,10,33,30,28
"Fishers Landing CDP, New York: Summary level: 160, state:36> place:25934",-666666666,35268,30353.0,35,0,0,0,16,0,0,14,0,0,0,5,0,0,0,0,0
"Fishkill village, New York: Summary level: 160, state:36> place:25967",1456,54816,27592.0,997,56,79,29,28,84,26,64,44,28,111,83,223,84,12,40,6
"Flanders CDP, New York: Summary level: 160, state:36> place:26121",1422,67228,24924.0,1413,110,7,38,81,26,42,19,12,57,230,132,303,121,56,75,104
"Fleischmanns village, New York: Summary level: 160, state:36> place:26209",798,32000,15822.0,126,15,11,9,12,0,25,15,0,8,9,0,17,5,0,0,0
"Floral Park village, New York: Summary level: 160, state:36> place:26264",1404,110879,43790.0,5519,126,42,56,221,148,87,171,184,172,232,480,575,603,527,1013,882
"Florida village, New York: Summary level: 160, state:36> place:26319",1113,74722,35264.0,1114,62,42,25,40,49,14,23,48,32,82,141,104,217,104,78,53
"Flower Hill village, New York: Summary level: 160, state:36> place:26352",1759,217000,83626.0,1382,62,25,25,0,40,40,7,16,0,18,62,61,46,43,123,814
"Fonda village, New York: Summary level: 160, state:36> place:26462",670,40781,21547.0,299,9,22,56,15,9,14,22,10,9,36,21,26,47,3,0,0
"Forest Home CDP, New York: Summary level: 160, state:36> place:26561",1034,39688,27944.0,333,43,5,15,38,30,21,16,16,4,5,35,42,4,14,26,19
"Forestville village, New York: Summary level: 160, state:36> place:26649",634,48482,20063.0,295,11,17,21,15,21,15,12,24,20,18,47,48,13,6,7,0
"Fort Ann village, New York: Summary level: 160, state:36> place:26704",720,68125,23770.0,195,5,0,20,9,0,13,0,12,5,13,39,50,17,8,4,0
"Fort Covington Hamlet CDP, New York: Summary level: 160, state:36> place:26752",676,43750,21010.0,554,67,41,30,15,49,20,22,37,40,48,60,63,26,27,4,5
"Fort Drum CDP, New York: Summary level: 160, state:36> place:26759",1355,41404,17111.0,3845,418,96,161,242,213,319,337,508,313,387,272,395,108,9,32,35
"Fort Edward village, New York: Summary level: 160, state:36> place:26770",909,60129,24827.0,1347,65,92,84,31,35,82,40,82,72,89,186,345,67,0,56,21
"Fort Johnson village, New York: Summary level: 160, state:36> place:26880",625,62708,33609.0,218,0,7,6,23,20,4,10,11,9,16,33,36,8,14,9,12
"Fort Montgomery CDP, New York: Summary level: 160, state:36> place:26902",1256,80625,34648.0,477,32,0,11,10,24,30,0,19,23,0,78,68,78,16,53,35
"Fort Plain village, New York: Summary level: 160, state:36> place:26924",652,35025,18762.0,793,76,44,85,111,54,26,60,47,22,78,40,83,20,30,12,5
"Fort Salonga CDP, New York: Summary level: 160, state:36> place:26946",1745,124840,62243.0,3335,40,54,27,0,39,64,52,111,109,89,184,405,496,233,351,1081
"Fowlerville CDP, New York: Summary level: 160, state:36> place:27133",-666666666,85260,17751.0,127,0,9,42,0,0,0,0,0,0,10,0,52,14,0,0,0
"Frankfort village, New York: Summary level: 160, state:36> place:27188",588,37846,20915.0,1033,44,119,85,103,16,106,84,58,51,93,43,92,71,30,13,25
"Franklin village, New York: Summary level: 160, state:36> place:27221",617,43250,24553.0,161,2,17,32,0,8,10,9,6,4,15,17,19,7,12,1,2
"Franklin Square CDP, New York: Summary level: 160, state:36> place:27309",1372,86254,33246.0,10010,340,232,351,165,242,358,459,293,451,635,801,1464,1181,1246,905,887
"Franklinville village, New York: Summary level: 160, state:36> place:27331",556,35481,18580.0,741,124,58,58,53,32,38,65,36,21,47,56,75,48,3,27,0
"Fredonia village, New York: Summary level: 160, state:36> place:27419",633,44304,21563.0,3926,463,120,199,387,317,197,167,135,98,347,375,448,192,157,275,49
"Freedom Plains CDP, New York: Summary level: 160, state:36> place:27452",-666666666,52196,37559.0,221,9,4,4,5,15,8,0,0,33,37,12,23,5,44,8,14
"Freeport village, New York: Summary level: 160, state:36> place:27485",1265,67874,28472.0,13854,821,675,523,747,537,463,457,469,575,1026,1133,1751,1784,938,968,987
"Freeville village, New York: Summary level: 160, state:36> place:27529",692,68750,28628.0,236,16,18,11,6,2,6,18,4,5,25,23,37,49,5,8,3
"Frewsburg CDP, New York: Summary level: 160, state:36> place:27672",521,41618,22962.0,940,114,61,29,80,47,104,24,28,60,111,57,134,29,36,10,16
"Friendship CDP, New York: Summary level: 160, state:36> place:27694",596,28750,14892.0,406,26,63,21,41,68,6,20,28,3,35,62,14,10,9,0,0
"Fulton city, New York: Summary level: 160, state:36> place:27815",675,35708,18548.0,4652,558,404,331,354,319,326,274,325,205,227,415,491,189,112,80,42
"Fultonville village, New York: Summary level: 160, state:36> place:27859",744,52292,23534.0,259,20,11,29,8,6,6,29,8,7,40,22,43,13,6,9,2
"Gainesville village, New York: Summary level: 160, state:36> place:27969",517,38906,19346.0,103,2,4,1,11,12,13,12,2,14,5,13,9,4,1,0,0
"Galeville CDP, New York: Summary level: 160, state:36> place:28035",990,41609,23301.0,2121,125,140,83,182,133,123,196,192,61,218,315,167,100,64,22,0
"Galway village, New York: Summary level: 160, state:36> place:28101",1054,52000,20446.0,90,17,0,0,4,3,0,6,9,2,10,12,5,8,9,5,0
"Gang Mills CDP, New York: Summary level: 160, state:36> place:28145",943,65690,39707.0,1773,101,89,47,85,57,95,88,29,122,92,159,314,150,78,114,153
"Garden City village, New York: Summary level: 160, state:36> place:28178",1948,150380,66768.0,7409,131,145,133,118,134,178,90,134,166,141,431,649,689,545,946,2779
"Garden City Park CDP, New York: Summary level: 160, state:36> place:28189",1251,90804,37263.0,2555,83,41,48,91,87,86,157,155,12,208,178,306,250,275,242,336
"Garden City South CDP, New York: Summary level: 160, state:36> place:28200",1483,88984,41606.0,1313,38,0,7,90,30,101,44,29,40,71,93,145,148,89,158,230
"Gardiner CDP, New York: Summary level: 160, state:36> place:28244",1341,72550,29940.0,297,49,0,0,13,0,0,14,0,32,40,25,103,0,0,21,0
"Gardnertown CDP, New York: Summary level: 160, state:36> place:28310",1229,81154,32116.0,1614,19,7,17,61,8,93,54,67,66,199,162,390,196,94,146,35
"Gasport CDP, New York: Summary level: 160, state:36> place:28431",669,51411,22023.0,341,28,0,0,36,9,12,22,46,0,62,53,56,0,0,17,0
"Gates CDP, New York: Summary level: 160, state:36> place:28453",830,49688,25348.0,2012,125,63,77,88,69,136,122,132,205,133,174,394,151,57,11,75
"Geneseo village, New York: Summary level: 160, state:36> place:28618",700,35833,13036.0,1808,393,177,158,39,59,69,72,66,39,103,77,224,156,94,44,38
"Geneva city, New York: Summary level: 160, state:36> place:28640",677,39577,20076.0,4736,369,379,314,326,337,279,399,169,235,340,414,546,353,115,96,65
"Germantown CDP, New York: Summary level: 160, state:36> place:28761",1334,70375,26348.0,323,10,21,17,12,10,8,6,12,17,31,33,74,16,30,26,0
"Ghent CDP, New York: Summary level: 160, state:36> place:28860",-666666666,54279,34515.0,181,0,0,14,14,14,16,0,14,0,26,0,12,0,71,0,0
"Gilbertsville village, New York: Summary level: 160, state:36> place:28959",550,39545,25328.0,150,11,21,9,7,3,15,11,4,2,11,20,15,3,11,2,5
"Gilgo CDP, New York: Summary level: 160, state:36> place:28990",-666666666,198466,73905.0,95,0,0,0,0,0,0,0,0,0,0,0,17,0,0,44,34
"Glasco CDP, New York: Summary level: 160, state:36> place:29014",945,57294,32802.0,887,49,18,65,8,61,6,50,67,37,99,108,121,52,55,57,34
"Glen Aubrey CDP, New York: Summary level: 160, state:36> place:29058",745,46023,25581.0,149,8,12,3,9,3,3,13,19,11,12,31,16,0,9,0,0
"Glen Cove city, New York: Summary level: 160, state:36> place:29113",1604,68221,36185.0,9445,389,263,582,422,354,498,309,398,423,582,842,1133,699,627,754,1170
"Glen Head CDP, New York: Summary level: 160, state:36> place:29245",1707,104250,48668.0,1624,22,0,22,49,35,22,44,39,92,130,167,131,171,132,246,322
"Glen Park village, New York: Summary level: 160, state:36> place:29322",775,50781,21354.0,169,9,10,9,19,10,7,3,7,8,24,22,12,12,2,11,4
"Glens Falls city, New York: Summary level: 160, state:36> place:29333",779,45538,27630.0,6662,402,503,433,436,462,478,287,287,301,549,642,753,597,171,204,157
"Glens Falls North CDP, New York: Summary level: 160, state:36> place:29338",847,61371,34969.0,3898,249,167,232,168,260,167,145,83,151,293,438,587,307,205,325,121
"Glenwood Landing CDP, New York: Summary level: 160, state:36> place:29421",2001,124536,49765.0,1339,11,42,0,8,18,84,21,28,45,114,50,69,186,118,199,346
"Gloversville city, New York: Summary level: 160, state:36> place:29443",687,34328,18677.0,6379,904,596,399,563,358,434,234,290,362,477,632,519,431,84,32,64
"Golden's Bridge CDP, New York: Summary level: 160, state:36> place:29476",-666666666,98026,57097.0,608,0,10,32,8,0,18,40,35,0,20,85,71,61,37,51,140
"Gordon Heights CDP, New York: Summary level: 160, state:36> place:29509",1490,57051,21927.0,1174,98,48,32,37,53,87,29,17,80,117,108,189,131,99,25,24
"Gorham CDP, New York: Summary level: 160, state:36> place:29520",-666666666,56898,23806.0,277,0,0,0,32,0,9,46,12,10,36,41,28,18,45,0,0
"Goshen village, New York: Summary level: 160, state:36> place:29542",1155,70179,33593.0,2136,106,125,94,132,68,58,52,70,66,109,249,314,233,120,231,109
"Gouverneur village, New York: Summary level: 160, state:36> place:29597",713,38453,19449.0,1631,171,134,77,214,80,99,77,111,129,138,38,160,134,54,15,0
"Gowanda village, New York: Summary level: 160, state:36> place:29630",605,39615,23607.0,1096,77,57,82,84,74,136,40,77,36,58,139,138,42,10,22,24
"Grand View-on-Hudson village, New York: Summary level: 160, state:36> place:29872",2001,132143,86392.0,142,6,2,2,2,0,0,0,5,3,1,11,22,9,15,33,31
"Grandyle Village CDP, New York: Summary level: 160, state:36> place:29894",768,77460,32069.0,1879,61,16,99,67,60,104,37,43,121,176,125,356,280,193,123,18
"Granville village, New York: Summary level: 160, state:36> place:30026",605,32313,19720.0,1031,92,138,154,66,47,34,59,44,41,48,133,86,45,15,8,21
"Great Bend CDP, New York: Summary level: 160, state:36> place:30136",1305,61500,24382.0,382,22,0,11,18,0,11,0,26,56,44,5,104,64,12,9,0
"Great Neck village, New York: Summary level: 160, state:36> place:30169",1455,88975,41303.0,3373,292,48,134,55,81,105,54,100,120,158,333,387,311,298,281,616
"Great Neck Estates village, New York: Summary level: 160, state:36> place:30191",2001,129356,65956.0,941,20,5,20,0,5,21,5,20,7,75,40,91,128,80,72,352
"Great Neck Gardens CDP, New York: Summary level: 160, state:36> place:30202",-666666666,105294,49193.0,352,50,0,0,0,0,0,0,0,36,44,14,17,75,0,11,105
"Great Neck Plaza village, New York: Summary level: 160, state:36> place:30213",1716,59424,50114.0,3383,209,194,209,161,117,187,96,91,226,219,164,394,230,189,222,475
"Great River CDP, New York: Summary level: 160, state:36> place:30235",-666666666,128750,54207.0,519,0,0,6,0,37,4,10,31,15,5,9,46,70,48,16,222
"Greece CDP, New York: Summary level: 160, state:36> place:30279",748,50107,27699.0,6292,271,203,436,297,338,386,316,457,437,633,626,850,496,290,189,67
"Greene village, New York: Summary level: 160, state:36> place:30411",551,44784,24624.0,709,27,58,56,28,52,31,67,38,25,69,46,94,69,24,22,3
"Green Island village, New York: Summary level: 160, state:36> place:30521",880,52292,24741.0,1026,55,74,53,40,14,107,29,52,67,58,171,150,51,28,62,15
"Greenlawn CDP, New York: Summary level: 160, state:36> place:30543",990,88718,38923.0,4615,142,196,234,149,156,158,92,101,79,205,305,779,336,426,504,753
"Greenport village, New York: Summary level: 160, state:36> place:30576",1292,56128,32766.0,917,51,57,19,73,59,65,28,38,31,75,109,85,22,76,45,84
"Greenport West CDP, New York: Summary level: 160, state:36> place:30581",1500,53287,43032.0,887,55,56,29,102,32,29,13,81,38,66,85,54,58,24,57,108
"Greenvale CDP, New York: Summary level: 160, state:36> place:30598",1500,92250,45926.0,296,24,0,5,10,6,19,4,0,0,20,30,41,47,22,35,33
"Greenville CDP (Greene County), New York: Summary level: 160, state:36> place:30609",699,36610,25171.0,330,0,0,18,42,22,45,59,0,8,33,27,31,45,0,0,0
"Greenville CDP (Westchester County), New York: Summary level: 160, state:36> place:30642",2001,192604,92591.0,2339,38,10,35,70,12,71,29,12,0,51,86,145,175,214,247,1144
"Greenwich village, New York: Summary level: 160, state:36> place:30675",705,54886,26960.0,843,50,71,54,53,30,71,35,39,8,24,143,85,73,75,18,14
"Greenwood Lake village, New York: Summary level: 160, state:36> place:30752",1118,71544,38893.0,1195,29,72,11,0,24,71,77,25,101,39,178,199,48,112,80,129
"Greigsville CDP, New York: Summary level: 160, state:36> place:30807",-666666666,120521,37260.0,85,0,0,0,0,0,0,0,0,0,11,10,0,31,33,0,0
"Groton village, New York: Summary level: 160, state:36> place:30961",511,45931,24395.0,1049,55,94,33,50,73,84,55,63,87,113,107,126,38,34,31,6
"Groveland Station CDP, New York: Summary level: 160, state:36> place:31022",600,34531,14752.0,97,6,12,4,12,0,16,0,3,9,16,13,4,2,0,0,0
"Guilford CDP, New York: Summary level: 160, state:36> place:31137",-666666666,39239,20178.0,112,0,20,14,0,6,0,23,7,0,10,12,10,10,0,0,0
"Hadley CDP, New York: Summary level: 160, state:36> place:31258",775,48977,24304.0,411,19,46,19,15,38,17,32,10,14,95,46,27,15,6,0,12
"Hagaman village, New York: Summary level: 160, state:36> place:31291",829,59265,30094.0,516,27,19,54,36,15,20,18,11,22,41,36,114,37,46,9,11
