,Median gross rent,Median INC adjusted to year,Per capita income adjusted to year,Total,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more"
"Sayville CDP, New York: Summary level: 160, state:36> place:65409",1643,103831,44431.0,5735,149,162,181,206,141,109,128,104,63,351,318,794,786,530,896,817
"Scarsdale village, New York: Summary level: 160, state:36> place:65431",2001,233311,109404.0,5402,31,21,32,34,55,67,58,19,56,113,173,306,433,387,494,3123
"Schaghticoke village, New York: Summary level: 160, state:36> place:65475",794,43548,28579.0,220,8,14,15,15,17,9,16,34,12,23,8,12,14,10,6,7
"Schenectady city, New York: Summary level: 160, state:36> place:65508",813,38381,20467.0,24762,2462,2250,1979,1708,1472,1515,1471,1200,1025,1955,2836,2627,1017,549,396,300
"Schenevus CDP, New York: Summary level: 160, state:36> place:65519",623,41250,20015.0,144,14,5,0,27,3,21,0,4,0,21,16,16,9,5,3,0
"Schoharie village, New York: Summary level: 160, state:36> place:65585",717,35139,28364.0,446,49,42,70,37,4,20,22,3,0,20,46,67,31,8,14,13
"Schroon Lake CDP, New York: Summary level: 160, state:36> place:65640",689,52813,28995.0,361,8,15,42,31,9,24,38,0,10,32,34,65,16,5,32,0
"Schuylerville village, New York: Summary level: 160, state:36> place:65750",816,55284,24157.0,673,26,26,62,47,38,11,31,23,38,69,94,119,61,6,22,0
"Scio CDP, New York: Summary level: 160, state:36> place:65761",669,52708,26418.0,213,6,10,3,15,10,15,9,19,2,42,17,14,28,10,13,0
"Scotchtown CDP, New York: Summary level: 160, state:36> place:65882",1143,64864,26762.0,3318,37,97,124,94,93,218,50,257,114,464,331,606,274,224,276,59
"Scotia village, New York: Summary level: 160, state:36> place:65893",855,57404,26775.0,2908,99,164,161,153,112,167,93,182,170,179,322,517,300,146,114,29
"Scottsburg CDP, New York: Summary level: 160, state:36> place:65926",-666666666,61000,24737.0,52,3,3,0,7,0,3,0,0,3,3,15,13,0,2,0,0
"Scotts Corners CDP, New York: Summary level: 160, state:36> place:65948",1525,78417,57820.0,230,17,0,0,0,10,30,0,17,0,0,30,40,29,0,0,57
"Scottsville village, New York: Summary level: 160, state:36> place:65959",720,54643,26959.0,920,34,37,32,31,46,43,88,63,65,74,113,101,87,41,42,23
"Sea Cliff village, New York: Summary level: 160, state:36> place:66047",1485,103125,52724.0,1966,70,34,8,86,74,16,28,79,67,86,140,256,216,246,209,351
"Seaford CDP, New York: Summary level: 160, state:36> place:66058",1714,108462,42378.0,5210,88,80,90,89,134,54,211,163,106,269,406,714,719,483,841,763
"Searingtown CDP, New York: Summary level: 160, state:36> place:66102",-666666666,160236,59008.0,1436,0,17,37,0,31,28,38,20,28,38,103,121,121,99,272,483
"Selden CDP, New York: Summary level: 160, state:36> place:66212",1356,86053,29393.0,6426,218,145,229,204,214,220,133,391,128,418,457,1268,862,690,543,306
"Seneca Falls CDP, New York: Summary level: 160, state:36> place:66322",667,43947,24534.0,2894,366,145,224,131,119,210,184,84,152,239,244,307,283,123,44,39
"Seneca Knolls CDP, New York: Summary level: 160, state:36> place:66366",856,61250,26487.0,862,28,26,13,85,81,49,64,17,12,44,187,145,55,36,20,0
"Setauket-East Setauket CDP, New York: Summary level: 160, state:36> place:66481",1233,130000,53677.0,5184,43,59,49,95,55,147,63,89,110,251,375,517,699,457,852,1323
"Sharon Springs village, New York: Summary level: 160, state:36> place:66663",658,50625,27098.0,209,17,24,32,7,3,0,7,12,2,24,31,21,15,4,8,2
"Shelter Island CDP, New York: Summary level: 160, state:36> place:66828",889,73895,43169.0,466,0,12,24,10,6,6,12,0,28,19,135,113,22,0,4,75
"Shelter Island Heights CDP, New York: Summary level: 160, state:36> place:66850",-666666666,115833,55744.0,526,5,0,11,13,19,39,0,7,0,22,51,52,65,42,89,111
"Shenorock CDP, New York: Summary level: 160, state:36> place:66872",-666666666,95433,41866.0,661,13,26,32,9,18,33,0,22,27,57,57,98,66,101,40,62
"Sherburne village, New York: Summary level: 160, state:36> place:66883",570,36438,24374.0,583,49,83,38,43,28,39,35,26,22,30,59,70,25,8,23,5
"Sherman village, New York: Summary level: 160, state:36> place:66949",385,43958,20825.0,258,5,21,24,14,14,20,21,15,25,15,42,23,6,9,4,0
"Sherrill city, New York: Summary level: 160, state:36> place:66993",598,58500,33419.0,1336,49,114,80,81,64,44,53,64,41,99,139,172,148,48,95,45
"Shinnecock Hills CDP, New York: Summary level: 160, state:36> place:67048",1224,79135,31543.0,741,18,33,19,63,9,52,36,17,92,0,23,64,149,50,46,70
"Shirley CDP, New York: Summary level: 160, state:36> place:67070",1771,82159,27825.0,7672,264,165,269,354,240,332,164,86,183,587,829,1380,1217,801,401,400
"Shokan CDP, New York: Summary level: 160, state:36> place:67081",931,54266,36410.0,495,32,44,16,9,16,0,0,10,8,158,60,53,30,0,32,27
"Shoreham village, New York: Summary level: 160, state:36> place:67191",-666666666,142250,68958.0,187,5,3,0,7,10,0,0,2,0,6,3,8,22,31,39,51
"Shortsville village, New York: Summary level: 160, state:36> place:67257",595,53224,26574.0,557,10,42,24,18,54,14,38,35,19,64,72,88,53,15,4,7
"Shrub Oak CDP, New York: Summary level: 160, state:36> place:67279",1051,70658,38308.0,874,21,0,66,0,71,0,158,0,0,61,140,40,116,53,76,72
"Sidney village, New York: Summary level: 160, state:36> place:67334",629,35213,20673.0,1811,144,79,128,165,236,150,69,161,83,195,152,133,84,0,17,15
"Silver Creek village, New York: Summary level: 160, state:36> place:67411",683,42931,21737.0,1082,49,75,80,85,54,74,96,52,57,79,117,140,61,49,7,7
"Silver Springs village, New York: Summary level: 160, state:36> place:67466",572,47292,22287.0,317,34,7,34,15,20,5,31,7,10,40,37,41,25,9,0,2
"Sinclairville village, New York: Summary level: 160, state:36> place:67488",510,44375,18531.0,213,15,16,15,16,0,25,6,16,11,17,34,39,0,3,0,0
"Skaneateles village, New York: Summary level: 160, state:36> place:67510",704,76563,49084.0,1175,57,64,101,40,20,39,38,39,54,42,86,161,130,95,92,117
"Sleepy Hollow village, New York: Summary level: 160, state:36> place:67638",1336,60665,37370.0,3460,206,218,169,150,170,131,132,102,87,340,289,424,174,71,335,462
"Sloan village, New York: Summary level: 160, state:36> place:67686",631,40196,22311.0,1612,92,114,78,106,124,157,131,92,63,118,229,186,86,17,19,0
"Sloatsburg village, New York: Summary level: 160, state:36> place:67708",1438,90302,36943.0,1041,5,30,24,17,28,32,35,10,45,54,102,179,134,105,171,70
"Smallwood CDP, New York: Summary level: 160, state:36> place:67730",-666666666,22321,28268.0,166,0,22,48,14,0,28,0,0,0,0,0,13,41,0,0,0
"Smithtown CDP, New York: Summary level: 160, state:36> place:67851",1286,109075,44796.0,8518,223,270,177,204,134,125,200,121,122,431,570,1020,1255,912,1223,1531
"Smithville Flats CDP, New York: Summary level: 160, state:36> place:68088",396,35694,17489.0,187,38,6,14,28,0,5,9,7,2,5,24,35,4,10,0,0
"Smyrna village, New York: Summary level: 160, state:36> place:68099",663,48889,15299.0,64,3,4,4,12,0,0,4,0,9,14,5,8,0,1,0,0
"Sodus village, New York: Summary level: 160, state:36> place:68209",651,45655,19511.0,889,58,110,43,76,36,32,42,42,54,103,102,112,53,12,12,2
"Sodus Point village, New York: Summary level: 160, state:36> place:68242",850,52917,29353.0,422,29,6,24,18,40,25,18,17,23,31,47,64,25,12,32,11
"Solvay village, New York: Summary level: 160, state:36> place:68286",600,41819,24449.0,2881,150,254,253,195,200,159,164,170,119,215,283,344,212,78,49,36
"Sound Beach CDP, New York: Summary level: 160, state:36> place:68374",1230,79257,33372.0,2564,27,64,106,100,20,141,77,128,51,207,263,353,311,247,280,189
"Southampton village, New York: Summary level: 160, state:36> place:68462",1464,92868,82077.0,1292,85,27,51,31,14,9,18,68,10,94,103,173,136,106,23,344
"South Blooming Grove village, New York: Summary level: 160, state:36> place:68610",1083,75625,30209.0,1145,63,41,17,125,10,37,36,33,58,64,87,200,157,73,71,73
"South Corning village, New York: Summary level: 160, state:36> place:68847",825,70341,30518.0,461,6,15,35,27,22,16,14,27,12,23,49,118,52,17,16,12
"South Dayton village, New York: Summary level: 160, state:36> place:68891",640,36964,16997.0,305,16,30,26,23,30,22,7,27,22,20,39,30,5,6,2,0
"South Fallsburg CDP, New York: Summary level: 160, state:36> place:68968",832,41207,17584.0,802,54,59,74,31,52,55,48,63,30,70,36,65,68,32,35,30
"South Farmingdale CDP, New York: Summary level: 160, state:36> place:69001",1735,103523,37641.0,4808,106,97,65,116,128,154,118,114,176,194,320,762,629,495,820,514
"South Floral Park village, New York: Summary level: 160, state:36> place:69023",1608,90208,30202.0,603,13,24,13,17,13,12,23,41,19,34,56,49,100,71,79,39
"South Glens Falls village, New York: Summary level: 160, state:36> place:69078",747,51159,24852.0,1664,152,105,103,70,72,121,34,84,34,354,196,172,109,15,43,0
"South Hempstead CDP, New York: Summary level: 160, state:36> place:69188",1644,104554,41562.0,1001,47,26,9,17,29,15,81,15,16,41,89,104,102,128,105,177
"South Hill CDP, New York: Summary level: 160, state:36> place:69199",1191,70403,15058.0,998,45,72,37,11,60,0,20,88,65,29,98,128,115,87,82,61
"South Huntington CDP, New York: Summary level: 160, state:36> place:69254",1538,89572,38534.0,3329,73,110,50,64,127,45,55,111,149,235,369,498,312,338,503,290
"South Lima CDP, New York: Summary level: 160, state:36> place:69364",-666666666,47917,23397.0,88,0,0,22,0,9,11,0,0,12,0,21,13,0,0,0,0
"South Lockport CDP, New York: Summary level: 160, state:36> place:69386",567,42856,23822.0,3673,365,140,247,329,221,152,258,224,128,260,399,544,146,205,34,21
"South Nyack village, New York: Summary level: 160, state:36> place:69441",1580,97153,41061.0,1231,91,27,22,67,33,43,13,7,36,26,75,186,142,143,191,129
"Southold CDP, New York: Summary level: 160, state:36> place:69452",1279,90331,44946.0,2559,40,34,81,59,87,84,86,96,83,153,240,334,365,356,237,224
"Southport CDP, New York: Summary level: 160, state:36> place:69606",776,40375,21857.0,3152,269,225,210,263,139,192,269,144,59,396,318,369,152,55,65,27
"South Valley Stream CDP, New York: Summary level: 160, state:36> place:69892",1261,108995,37365.0,1952,113,64,77,61,45,39,9,58,79,33,64,244,236,247,343,240
"Spackenkill CDP, New York: Summary level: 160, state:36> place:70035",2001,111250,46204.0,1356,0,20,17,11,26,18,31,28,37,65,82,266,179,107,296,173
"Sparkill CDP, New York: Summary level: 160, state:36> place:70068",1850,59609,38315.0,475,19,0,0,41,11,17,14,90,19,29,29,38,19,84,7,58
"Speculator village, New York: Summary level: 160, state:36> place:70123",-666666666,57083,32544.0,101,4,0,13,1,2,7,0,7,2,18,4,18,7,6,0,12
"Spencer village, New York: Summary level: 160, state:36> place:70167",712,40855,19640.0,383,27,47,26,8,25,19,33,24,11,33,34,36,41,9,10,0
"Spencerport village, New York: Summary level: 160, state:36> place:70189",770,63333,31211.0,1442,8,79,49,79,73,20,50,84,10,234,210,237,130,90,49,40
"Springs CDP, New York: Summary level: 160, state:36> place:70387",1609,74509,39589.0,2373,91,32,118,74,46,61,0,47,237,294,192,357,283,157,149,235
"Spring Valley village, New York: Summary level: 160, state:36> place:70420",1164,46835,16359.0,8545,661,561,496,436,470,661,441,399,380,714,1019,1136,507,240,250,174
"Springville village, New York: Summary level: 160, state:36> place:70442",601,48221,25060.0,1792,91,103,150,140,32,104,109,91,113,228,225,111,129,72,78,16
"Springwater Hamlet CDP, New York: Summary level: 160, state:36> place:70477",713,39213,31922.0,181,26,12,0,11,12,11,27,27,0,0,12,17,6,0,0,20
"Staatsburg CDP, New York: Summary level: 160, state:36> place:70552",-666666666,120625,36806.0,136,0,0,0,7,0,0,27,0,8,0,0,24,8,0,62,0
"Stamford village, New York: Summary level: 160, state:36> place:70618",568,31333,20997.0,580,55,81,36,59,51,25,27,16,26,78,22,49,24,15,7,9
"Stannards CDP, New York: Summary level: 160, state:36> place:70717",641,31157,26092.0,465,28,52,119,7,14,33,42,16,10,19,13,28,42,4,15,23
"Star Lake CDP, New York: Summary level: 160, state:36> place:70849",611,43833,20420.0,318,20,33,10,38,13,18,9,25,18,41,26,42,9,12,4,0
"Stewart Manor village, New York: Summary level: 160, state:36> place:71267",1711,109333,46809.0,808,0,9,18,12,19,19,12,23,18,58,44,134,103,91,94,154
"Stillwater village, New York: Summary level: 160, state:36> place:71322",894,60476,23999.0,668,22,28,38,20,31,20,28,37,31,75,76,125,73,36,20,8
"Stone Ridge CDP, New York: Summary level: 160, state:36> place:71597",-666666666,93269,33684.0,452,14,15,62,0,11,16,0,0,13,14,50,40,26,29,125,37
"Stony Brook CDP, New York: Summary level: 160, state:36> place:71608",1756,134640,56343.0,4803,91,98,97,121,54,58,133,32,40,200,134,564,603,451,961,1166
"Stony Brook University CDP, New York: Summary level: 160, state:36> place:71620",-666666666,141161,5175.0,39,0,0,0,0,0,0,0,0,0,9,0,4,0,17,0,9
"Stony Point CDP, New York: Summary level: 160, state:36> place:71663",1299,94483,38869.0,4112,55,61,145,158,75,63,127,51,179,300,360,549,557,407,512,513
"Stottville CDP, New York: Summary level: 160, state:36> place:71718",734,49279,24361.0,613,21,34,46,72,26,58,22,9,26,68,69,90,0,29,33,10
"Strykersville CDP, New York: Summary level: 160, state:36> place:71817",540,47222,23118.0,222,3,0,16,33,14,0,13,24,26,18,15,16,40,4,0,0
"Suffern village, New York: Summary level: 160, state:36> place:71894",1388,73275,38395.0,4507,145,164,265,166,61,120,152,210,132,413,500,548,468,432,334,397
"Sunset Bay CDP, New York: Summary level: 160, state:36> place:72246",-666666666,45781,28078.0,258,0,28,18,0,33,22,23,0,16,32,38,13,14,0,0,21
"SUNY Oswego CDP, New York: Summary level: 160, state:36> place:72327",-666666666,-666666666,5483.0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
"Sylvan Beach village, New York: Summary level: 160, state:36> place:72521",799,39833,23632.0,442,24,34,43,52,23,11,35,17,30,30,73,42,28,0,0,0
"Syosset CDP, New York: Summary level: 160, state:36> place:72554",1918,133355,55059.0,6171,156,82,63,139,211,120,67,75,155,183,336,766,572,512,1010,1724
"Syracuse city, New York: Summary level: 160, state:36> place:73000",708,31365,19121.0,55429,9482,5132,4223,4325,3516,3469,2908,2250,2130,3685,4304,4301,2606,1294,968,836
"Tannersville village, New York: Summary level: 160, state:36> place:73143",881,41591,20500.0,228,24,23,8,6,21,21,4,11,28,9,46,7,10,9,1,0
"Tappan CDP, New York: Summary level: 160, state:36> place:73154",1821,128482,48869.0,2295,35,11,28,54,54,15,6,63,8,137,75,271,339,373,440,386
"Tarrytown village, New York: Summary level: 160, state:36> place:73176",1583,95352,51756.0,4476,23,142,270,112,152,206,219,152,145,292,212,401,405,397,534,814
"Terryville CDP, New York: Summary level: 160, state:36> place:73352",1772,82676,32770.0,3723,124,36,197,122,36,184,99,59,178,208,438,449,405,406,448,334
"Thendara CDP, New York: Summary level: 160, state:36> place:73459",-666666666,110139,35307.0,68,0,0,0,0,0,0,4,0,0,28,0,0,36,0,0,0
