,Total,Income in the past 12 months below the poverty level,Income in the past 12 months below the poverty level!!Enrolled in school,"Income in the past 12 months below the poverty level!!Enrolled in school!!Enrolled in nursery school, preschool",Income in the past 12 months at or above the poverty level,Income in the past 12 months at or above the poverty level!!Enrolled in school,"Income in the past 12 months at or above the poverty level!!Enrolled in school!!Enrolled in nursery school, preschool",Income in the past 12 months below poverty level:!!Male:!!Under 5 years,Income in the past 12 months below poverty level:!!Female:!!Under 5 years,Income in the past 12 months at or above poverty level:!!Male:!!Under 5 years,Income in the past 12 months at or above poverty level:!!Female:!!Under 5 years
"Geneseo village, New York: Summary level: 160, state:36> place:28618",4593,1965,1618,28,2628,709,51,27,43,119,88
"Geneva city, New York: Summary level: 160, state:36> place:28640",10573,2597,1299,27,7976,1715,97,30,63,211,199
"Germantown CDP, New York: Summary level: 160, state:36> place:28761",877,21,0,0,856,207,15,0,0,61,37
"Ghent CDP, New York: Summary level: 160, state:36> place:28860",382,27,0,0,355,115,19,0,0,15,38
"Gilbertsville village, New York: Summary level: 160, state:36> place:28959",335,86,43,3,249,39,1,4,6,6,0
"Gilgo CDP, New York: Summary level: 160, state:36> place:28990",240,0,0,0,240,76,0,0,0,0,8
"Glasco CDP, New York: Summary level: 160, state:36> place:29014",2108,119,30,0,1989,419,0,0,0,41,9
"Glen Aubrey CDP, New York: Summary level: 160, state:36> place:29058",320,41,14,0,279,50,0,3,0,0,0
"Glen Cove city, New York: Summary level: 160, state:36> place:29113",25324,3309,1066,0,22015,4566,395,181,205,748,503
"Glen Head CDP, New York: Summary level: 160, state:36> place:29245",4567,103,46,0,4464,1196,248,0,0,303,52
"Glen Park village, New York: Summary level: 160, state:36> place:29322",453,53,23,0,400,102,6,2,0,26,16
"Glens Falls city, New York: Summary level: 160, state:36> place:29333",13982,1934,525,52,12048,2455,60,81,83,231,319
"Glens Falls North CDP, New York: Summary level: 160, state:36> place:29338",8379,630,167,11,7749,1727,133,11,100,176,230
"Glenwood Landing CDP, New York: Summary level: 160, state:36> place:29421",3717,48,23,0,3669,964,75,0,0,88,77
"Gloversville city, New York: Summary level: 160, state:36> place:29443",14469,3726,1140,89,10743,2434,238,150,250,412,281
"Golden's Bridge CDP, New York: Summary level: 160, state:36> place:29476",1421,28,19,0,1393,393,34,0,0,44,59
"Gordon Heights CDP, New York: Summary level: 160, state:36> place:29509",3620,720,207,15,2900,761,8,118,45,74,214
"Gorham CDP, New York: Summary level: 160, state:36> place:29520",730,32,0,0,698,174,0,0,0,0,65
"Goshen village, New York: Summary level: 160, state:36> place:29542",4880,184,29,0,4696,1359,68,0,0,126,200
"Gouverneur village, New York: Summary level: 160, state:36> place:29597",3719,1019,376,0,2700,461,0,74,0,9,165
"Gowanda village, New York: Summary level: 160, state:36> place:29630",2334,338,64,0,1996,351,20,0,0,40,51
"Grand View-on-Hudson village, New York: Summary level: 160, state:36> place:29872",329,19,6,0,310,70,10,0,0,11,12
"Grandyle Village CDP, New York: Summary level: 160, state:36> place:29894",4456,405,245,0,4051,973,47,32,21,102,105
"Granville village, New York: Summary level: 160, state:36> place:30026",2266,485,128,8,1781,472,31,53,5,28,44
"Great Bend CDP, New York: Summary level: 160, state:36> place:30136",1002,58,36,12,944,219,0,12,0,25,71
"Great Neck village, New York: Summary level: 160, state:36> place:30169",9659,698,209,12,8961,2605,312,12,22,450,240
"Great Neck Estates village, New York: Summary level: 160, state:36> place:30191",2703,36,0,0,2667,845,63,0,0,77,60
"Great Neck Gardens CDP, New York: Summary level: 160, state:36> place:30202",1107,169,64,0,938,290,30,0,0,53,11
"Great Neck Plaza village, New York: Summary level: 160, state:36> place:30213",6198,388,25,0,5810,1066,163,0,0,229,375
"Great River CDP, New York: Summary level: 160, state:36> place:30235",1546,3,0,0,1543,500,37,0,0,81,0
"Greece CDP, New York: Summary level: 160, state:36> place:30279",13983,1094,341,37,12889,2718,197,47,10,332,361
"Greene village, New York: Summary level: 160, state:36> place:30411",1656,166,79,0,1490,371,14,0,0,40,32
"Green Island village, New York: Summary level: 160, state:36> place:30521",2476,379,181,0,2097,491,44,13,19,74,86
"Greenlawn CDP, New York: Summary level: 160, state:36> place:30543",13233,956,348,6,12277,3533,202,42,0,437,525
"Greenport village, New York: Summary level: 160, state:36> place:30576",2111,377,79,8,1734,223,17,74,7,38,104
"Greenport West CDP, New York: Summary level: 160, state:36> place:30581",1771,232,64,0,1539,179,0,0,7,86,0
"Greenvale CDP, New York: Summary level: 160, state:36> place:30598",689,41,17,0,648,62,0,0,0,14,0
"Greenville CDP (Greene County), New York: Summary level: 160, state:36> place:30609",667,0,0,0,667,80,0,0,0,37,19
"Greenville CDP (Westchester County), New York: Summary level: 160, state:36> place:30642",6967,300,180,0,6667,2272,116,15,0,134,96
"Greenwich village, New York: Summary level: 160, state:36> place:30675",1853,196,28,3,1657,312,19,12,0,69,34
"Greenwood Lake village, New York: Summary level: 160, state:36> place:30752",2900,242,53,0,2658,556,94,0,0,158,119
"Greigsville CDP, New York: Summary level: 160, state:36> place:30807",259,0,0,0,259,51,12,0,0,0,12
"Groton village, New York: Summary level: 160, state:36> place:30961",2235,265,77,21,1970,369,28,77,7,30,54
"Groveland Station CDP, New York: Summary level: 160, state:36> place:31022",252,24,0,0,228,69,0,11,0,0,4
"Guilford CDP, New York: Summary level: 160, state:36> place:31137",254,41,14,0,213,27,0,0,0,0,9
"Hadley CDP, New York: Summary level: 160, state:36> place:31258",853,97,13,0,756,91,0,0,0,7,0
"Hagaman village, New York: Summary level: 160, state:36> place:31291",1199,133,21,0,1066,176,26,0,0,38,3
"Hailesboro CDP, New York: Summary level: 160, state:36> place:31346",567,166,77,0,401,36,0,0,0,11,0
"Halesite CDP, New York: Summary level: 160, state:36> place:31445",2698,53,19,0,2645,595,47,0,0,32,87
"Hall CDP, New York: Summary level: 160, state:36> place:31533",207,0,0,0,207,36,0,0,0,0,6
"Hamburg village, New York: Summary level: 160, state:36> place:31643",9202,395,123,0,8807,2298,243,0,0,246,196
"Hamilton village, New York: Summary level: 160, state:36> place:31709",1711,324,232,0,1387,350,27,11,0,52,42
"Hamlin CDP, New York: Summary level: 160, state:36> place:31786",5180,578,350,0,4602,1214,32,0,11,209,87
"Hammond village, New York: Summary level: 160, state:36> place:31830",324,72,31,5,252,57,6,1,7,5,19
"Hammondsport village, New York: Summary level: 160, state:36> place:31852",688,34,2,0,654,150,0,0,4,3,0
"Hampton Bays CDP, New York: Summary level: 160, state:36> place:31896",12296,777,42,0,11519,2443,109,59,86,311,88
"Hampton Manor CDP, New York: Summary level: 160, state:36> place:31918",1857,197,123,0,1660,258,59,0,17,0,94
"Hancock village, New York: Summary level: 160, state:36> place:31940",788,114,18,2,674,114,0,8,8,23,9
"Hannawa Falls CDP, New York: Summary level: 160, state:36> place:32006",1031,107,61,12,924,170,8,0,12,31,4
"Hannibal village, New York: Summary level: 160, state:36> place:32017",684,96,29,0,588,126,0,1,1,10,6
"Harbor Hills CDP, New York: Summary level: 160, state:36> place:32094",531,0,0,0,531,203,8,0,0,8,0
"Harbor Isle CDP, New York: Summary level: 160, state:36> place:32105",1455,34,0,0,1421,374,12,0,0,44,25
"Harriman village, New York: Summary level: 160, state:36> place:32325",2502,36,18,0,2466,693,78,0,0,108,110
"Harris Hill CDP, New York: Summary level: 160, state:36> place:32391",5141,232,87,14,4909,1311,73,14,0,98,118
"Harrison village, New York: Summary level: 160, state:36> place:32402",23652,1795,571,0,21857,6071,500,16,7,492,689
"Harrisville village, New York: Summary level: 160, state:36> place:32424",523,32,13,0,491,108,0,0,0,12,19
"Hartsdale CDP, New York: Summary level: 160, state:36> place:32523",5134,341,55,0,4793,916,150,0,0,124,199
"Hartwick CDP, New York: Summary level: 160, state:36> place:32578",499,93,37,0,406,66,6,5,0,0,22
"Hastings-on-Hudson village, New York: Summary level: 160, state:36> place:32710",7313,295,107,24,7018,1774,94,24,0,214,150
"Hauppauge CDP, New York: Summary level: 160, state:36> place:32732",20754,885,347,15,19869,5310,602,0,0,702,506
"Haverstraw village, New York: Summary level: 160, state:36> place:32754",11200,1805,587,37,9395,2373,159,82,127,324,317
"Haviland CDP, New York: Summary level: 160, state:36> place:32776",3620,157,76,0,3463,825,0,0,0,37,46
"Hawthorne CDP, New York: Summary level: 160, state:36> place:32842",4705,172,24,0,4533,1251,91,0,0,129,41
"Head of the Harbor village, New York: Summary level: 160, state:36> place:32963",1287,35,14,0,1252,344,5,0,2,24,13
"Hemlock CDP, New York: Summary level: 160, state:36> place:33128",451,0,0,0,451,91,16,0,0,0,0
"Hempstead village, New York: Summary level: 160, state:36> place:33139",50454,9981,3647,333,40473,9681,651,915,596,1201,1870
"Henderson CDP, New York: Summary level: 160, state:36> place:34044",195,33,7,0,162,51,6,0,3,3,9
"Heritage Hills CDP, New York: Summary level: 160, state:36> place:34118",4119,163,0,0,3956,197,50,0,0,18,0
"Herkimer village, New York: Summary level: 160, state:36> place:34121",6839,1614,593,54,5225,1188,68,150,47,62,114
"Hermon village, New York: Summary level: 160, state:36> place:34165",314,65,25,1,249,41,0,1,5,9,10
"Herricks CDP, New York: Summary level: 160, state:36> place:34198",4251,42,0,0,4209,1273,47,0,0,58,61
"Herrings village, New York: Summary level: 160, state:36> place:34220",81,12,4,0,69,15,2,0,0,0,3
"Heuvelton village, New York: Summary level: 160, state:36> place:34264",677,107,41,0,570,145,7,0,11,13,6
"Hewlett CDP, New York: Summary level: 160, state:36> place:34286",6494,254,78,0,6240,1725,186,20,0,256,129
"Hewlett Bay Park village, New York: Summary level: 160, state:36> place:34297",426,7,0,0,419,117,2,0,0,0,3
"Hewlett Harbor village, New York: Summary level: 160, state:36> place:34308",1219,13,6,0,1206,378,11,0,0,22,30
"Hewlett Neck village, New York: Summary level: 160, state:36> place:34319",364,5,1,0,359,104,8,0,0,18,7
"Hicksville CDP, New York: Summary level: 160, state:36> place:34374",40771,1715,628,0,39056,9221,615,67,78,958,856
"High Falls CDP, New York: Summary level: 160, state:36> place:34451",717,17,0,0,700,198,0,0,0,0,0
"Highland CDP, New York: Summary level: 160, state:36> place:34484",4813,697,351,41,4116,974,146,0,50,170,216
"Highland Falls village, New York: Summary level: 160, state:36> place:34495",3749,376,102,0,3373,645,0,32,30,62,61
"Hillburn village, New York: Summary level: 160, state:36> place:34660",853,117,28,4,736,215,5,4,17,16,11
"Hillcrest CDP, New York: Summary level: 160, state:36> place:34693",7259,184,28,0,7075,2115,104,0,0,275,182
"Hillside CDP, New York: Summary level: 160, state:36> place:34786",728,29,0,0,699,148,4,0,0,4,8
"Hillside Lake CDP, New York: Summary level: 160, state:36> place:34803",992,0,0,0,992,263,0,0,0,0,19
"Hilton village, New York: Summary level: 160, state:36> place:34847",5713,286,139,0,5427,1318,92,0,28,205,80
"Hobart village, New York: Summary level: 160, state:36> place:34979",451,60,13,0,391,65,5,8,4,12,7
"Holbrook CDP, New York: Summary level: 160, state:36> place:35056",26369,948,440,0,25421,7182,445,12,0,587,684
"Holland CDP, New York: Summary level: 160, state:36> place:35111",1155,192,53,0,963,262,0,0,0,15,14
"Holland Patent village, New York: Summary level: 160, state:36> place:35144",401,54,37,0,347,107,3,10,10,3,0
"Holley village, New York: Summary level: 160, state:36> place:35155",1910,351,108,3,1559,376,33,17,24,50,41
"Holtsville CDP, New York: Summary level: 160, state:36> place:35254",19364,917,286,0,18447,5632,349,13,26,689,424
"Homer village, New York: Summary level: 160, state:36> place:35276",3209,267,91,0,2942,818,73,0,7,20,86
"Honeoye CDP, New York: Summary level: 160, state:36> place:35353",495,102,61,21,393,41,0,21,0,0,0
"Honeoye Falls village, New York: Summary level: 160, state:36> place:35364",2622,142,42,13,2480,685,33,17,0,81,33
"Hoosick Falls village, New York: Summary level: 160, state:36> place:35474",3323,357,123,12,2966,831,20,24,11,72,22
"Hopewell Junction CDP, New York: Summary level: 160, state:36> place:35573",510,34,0,0,476,88,0,0,0,12,9
"Hornell city, New York: Summary level: 160, state:36> place:35672",7899,1369,449,53,6530,1601,68,144,173,136,238
"Horseheads village, New York: Summary level: 160, state:36> place:35694",6229,477,132,5,5752,1150,50,11,11,163,40
"Horseheads North CDP, New York: Summary level: 160, state:36> place:35710",2775,398,266,0,2377,345,15,28,0,0,31
"Hortonville CDP, New York: Summary level: 160, state:36> place:35738",234,0,0,0,234,72,0,0,0,7,8
"Houghton CDP, New York: Summary level: 160, state:36> place:35771",716,97,78,0,619,207,28,3,4,18,33
"Hudson city, New York: Summary level: 160, state:36> place:35969",5792,1294,402,2,4498,1048,112,112,67,168,195
"Hudson Falls village, New York: Summary level: 160, state:36> place:35980",6951,1487,460,26,5464,1069,142,71,78,212,146
"Hunt CDP, New York: Summary level: 160, state:36> place:36156",55,2,0,0,53,3,0,0,0,0,0
"Hunter village, New York: Summary level: 160, state:36> place:36167",480,42,0,0,438,71,0,6,0,3,0
"Huntington CDP, New York: Summary level: 160, state:36> place:36233",18018,792,298,31,17226,4283,278,31,0,348,398
"Huntington Bay village, New York: Summary level: 160, state:36> place:37022",1429,46,2,0,1383,344,11,0,0,16,16
"Huntington Station CDP, New York: Summary level: 160, state:36> place:37044",31933,3608,1135,117,28325,7635,569,173,165,779,916
"Hurley CDP, New York: Summary level: 160, state:36> place:37132",3409,226,104,0,3183,699,37,0,12,54,41
"Hyde Park CDP, New York: Summary level: 160, state:36> place:37198",2161,203,33,0,1958,567,67,0,30,123,16
"Ilion village, New York: Summary level: 160, state:36> place:37275",7550,1351,503,0,6199,1501,106,53,96,179,152
"Interlaken village, New York: Summary level: 160, state:36> place:37528",626,126,48,3,500,112,0,5,1,12,4
"Inwood CDP, New York: Summary level: 160, state:36> place:37583",9409,1772,841,93,7637,2028,162,42,100,286,165
"Irondequoit CDP, New York: Summary level: 160, state:36> place:37737",49550,4735,1635,50,44815,10084,587,215,254,1143,1221
"Irvington village, New York: Summary level: 160, state:36> place:37803",6174,188,39,0,5986,1567,181,0,12,337,120
"Islandia village, New York: Summary level: 160, state:36> place:37840",3220,106,32,0,3114,725,10,0,0,105,25
"Island Park village, New York: Summary level: 160, state:36> place:37847",4383,429,143,0,3954,872,11,36,36,85,7
"Islip CDP, New York: Summary level: 160, state:36> place:37869",18103,527,116,0,17576,5219,370,0,0,349,547
"Islip Terrace CDP, New York: Summary level: 160, state:36> place:38022",4994,254,100,16,4740,1255,77,8,8,148,115
"Ithaca city, New York: Summary level: 160, state:36> place:38077",21825,10123,8200,50,11702,4491,139,137,185,222,177
"Jamesport CDP, New York: Summary level: 160, state:36> place:38253",1516,265,107,56,1251,327,0,56,0,0,0
"Jamestown city, New York: Summary level: 160, state:36> place:38264",28951,8097,2561,281,20854,4292,376,490,471,758,447
"Jamestown West CDP, New York: Summary level: 160, state:36> place:38275",2029,188,35,0,1841,314,8,11,0,0,25
"Jefferson Heights CDP, New York: Summary level: 160, state:36> place:38451",961,97,46,0,864,258,15,0,0,58,0
"Jefferson Valley-Yorktown CDP, New York: Summary level: 160, state:36> place:38500",14130,213,0,0,13917,4016,183,30,0,297,358
"Jeffersonville village, New York: Summary level: 160, state:36> place:38506",288,74,14,0,214,19,5,0,0,9,2
"Jericho CDP, New York: Summary level: 160, state:36> place:38539",13050,397,170,0,12653,3586,253,0,0,259,395
"Johnson City village, New York: Summary level: 160, state:36> place:38748",13978,2669,1129,66,11309,2467,156,251,205,289,344
"Johnstown city, New York: Summary level: 160, state:36> place:38781",8102,965,271,0,7137,1387,108,14,33,178,171
"Jordan village, New York: Summary level: 160, state:36> place:38825",1349,142,63,3,1207,289,20,3,3,20,32
"Kaser village, New York: Summary level: 160, state:36> place:38934",4108,3011,1728,205,1097,445,48,401,553,93,91
"Katonah CDP, New York: Summary level: 160, state:36> place:38946",1725,82,16,0,1643,547,21,0,25,27,12
"Keeseville village, New York: Summary level: 160, state:36> place:39089",1838,366,137,8,1472,297,16,17,16,38,40
"Kenmore village, New York: Summary level: 160, state:36> place:39232",14721,1055,288,26,13666,3308,138,47,24,403,354
"Kennedy CDP, New York: Summary level: 160, state:36> place:39243",505,66,22,0,439,137,0,9,0,6,0
"Kensington village, New York: Summary level: 160, state:36> place:39309",1109,4,0,0,1105,327,30,0,0,22,24
"Kerhonkson CDP, New York: Summary level: 160, state:36> place:39397",1628,230,72,0,1398,399,50,10,10,30,32
"Keuka Park CDP, New York: Summary level: 160, state:36> place:39463",143,0,0,0,143,23,0,0,0,0,0
"Kinderhook village, New York: Summary level: 160, state:36> place:39562",1301,24,4,2,1277,302,25,0,0,64,37
"Kings Park CDP, New York: Summary level: 160, state:36> place:39672",16958,882,126,0,16076,4157,263,25,58,465,324
"Kings Point village, New York: Summary level: 160, state:36> place:39694",4206,228,119,14,3978,1231,62,25,3,113,101
"Kingston city, New York: Summary level: 160, state:36> place:39727",22166,3815,1388,151,18351,3446,239,257,253,571,669
"Kiryas Joel village, New York: Summary level: 160, state:36> place:39853",17598,10396,6292,770,7202,3991,293,1399,1771,806,912
"Kysorville CDP, New York: Summary level: 160, state:36> place:40175",64,5,0,0,59,6,0,0,0,3,0
"Lackawanna city, New York: Summary level: 160, state:36> place:40189",17133,3893,1561,66,13240,1986,228,201,277,456,360
"Lacona village, New York: Summary level: 160, state:36> place:40200",591,50,10,0,541,137,4,0,8,15,4
"La Fargeville CDP, New York: Summary level: 160, state:36> place:40233",443,32,32,0,411,88,14,0,0,16,16
"Lake Carmel CDP, New York: Summary level: 160, state:36> place:40398",7619,558,297,0,7061,1850,118,0,0,200,203
"Lake Erie Beach CDP, New York: Summary level: 160, state:36> place:40486",3879,318,92,7,3561,805,16,7,7,118,74
"Lake George village, New York: Summary level: 160, state:36> place:40508",867,109,20,0,758,117,0,0,0,12,0
"Lake Grove village, New York: Summary level: 160, state:36> place:40530",10818,907,401,10,9911,2882,216,0,10,372,243
"Lake Katrine CDP, New York: Summary level: 160, state:36> place:40585",1761,322,47,0,1439,340,15,35,25,6,12
"Lakeland CDP, New York: Summary level: 160, state:36> place:40607",2860,112,31,0,2748,512,23,0,0,40,58
"Lake Luzerne CDP, New York: Summary level: 160, state:36> place:40651",1114,68,25,0,1046,310,0,0,0,23,0
"Lake Mohegan CDP, New York: Summary level: 160, state:36> place:40689",5102,202,77,0,4900,1460,146,0,0,110,147
"Lake Placid village, New York: Summary level: 160, state:36> place:40761",2595,193,52,0,2402,476,145,0,0,81,87
"Lake Ronkonkoma CDP, New York: Summary level: 160, state:36> place:40838",19150,1079,223,34,18071,4775,464,35,0,626,438
"Lake Success village, New York: Summary level: 160, state:36> place:40937",2363,98,23,6,2265,608,56,0,0,78,48
"Lakeview CDP, New York: Summary level: 160, state:36> place:41003",5575,538,314,0,5037,1436,96,0,0,216,74
"Lakeville CDP, New York: Summary level: 160, state:36> place:41036",730,137,37,18,593,155,0,47,77,27,9
"Lakewood village, New York: Summary level: 160, state:36> place:41069",2851,353,73,0,2498,493,26,15,14,104,44
"Lancaster village, New York: Summary level: 160, state:36> place:41135",10007,821,259,52,9186,1971,209,81,14,230,292
"Lansing village, New York: Summary level: 160, state:36> place:41223",3405,290,166,0,3115,890,98,0,0,110,115
"Larchmont village, New York: Summary level: 160, state:36> place:41333",5593,324,95,14,5269,1458,173,14,0,227,300
"Lattingtown village, New York: Summary level: 160, state:36> place:41432",1820,137,23,0,1683,519,26,0,0,28,31
"Laurel CDP, New York: Summary level: 160, state:36> place:41465",1230,58,0,0,1172,312,0,0,0,0,0
"Laurel Hollow village, New York: Summary level: 160, state:36> place:41487",1664,79,17,0,1585,506,124,0,0,55,88
"Laurens village, New York: Summary level: 160, state:36> place:41520",241,68,25,2,173,38,2,4,0,0,0
"Lawrence village, New York: Summary level: 160, state:36> place:41553",6200,178,93,0,6022,2213,87,0,0,199,214
"Leeds CDP, New York: Summary level: 160, state:36> place:41784",432,89,20,0,343,80,0,0,0,0,0
"Leicester village, New York: Summary level: 160, state:36> place:41872",505,26,4,0,479,122,2,0,3,6,12
"Le Roy village, New York: Summary level: 160, state:36> place:42026",4079,461,194,17,3618,903,84,22,20,145,63
"Levittown CDP, New York: Summary level: 160, state:36> place:42081",51718,1297,391,46,50421,13346,772,9,69,1169,1352
"Lewiston village, New York: Summary level: 160, state:36> place:42147",2533,246,123,0,2287,520,37,0,0,64,13
"Liberty village, New York: Summary level: 160, state:36> place:42224",3964,853,243,0,3111,630,44,36,52,164,135
"Lido Beach CDP, New York: Summary level: 160, state:36> place:42279",2764,20,2,0,2744,701,78,0,0,48,93
"Lima village, New York: Summary level: 160, state:36> place:42323",2099,305,146,0,1794,464,49,18,26,92,18
"Lime Lake CDP, New York: Summary level: 160, state:36> place:42345",564,80,22,13,484,131,19,7,12,27,0
"Limestone CDP, New York: Summary level: 160, state:36> place:42378",290,27,5,2,263,60,7,0,0,14,2
"Lincolndale CDP, New York: Summary level: 160, state:36> place:42455",1239,6,0,0,1233,436,52,0,0,73,23
"Lincoln Park CDP, New York: Summary level: 160, state:36> place:42488",2384,337,80,6,2047,374,12,16,15,72,57
"Lindenhurst village, New York: Summary level: 160, state:36> place:42554",26561,1118,260,33,25443,6291,446,46,49,430,584
"Linwood CDP, New York: Summary level: 160, state:36> place:42609",73,0,0,0,73,31,0,0,0,0,0
"Lisle village, New York: Summary level: 160, state:36> place:42642",275,50,15,0,225,46,2,0,0,8,6
"Little Falls city, New York: Summary level: 160, state:36> place:42741",4679,819,146,19,3860,805,30,41,97,78,106
"Little Valley village, New York: Summary level: 160, state:36> place:42829",1081,191,78,3,890,216,12,6,17,49,36
"Liverpool village, New York: Summary level: 160, state:36> place:42884",2211,170,80,0,2041,315,12,0,0,38,54
"Livingston Manor CDP, New York: Summary level: 160, state:36> place:42928",840,170,0,0,670,27,0,0,32,0,12
"Livonia village, New York: Summary level: 160, state:36> place:42950",1357,188,97,0,1169,259,25,8,0,35,62
"Livonia Center CDP, New York: Summary level: 160, state:36> place:42972",246,4,0,0,242,63,0,0,0,0,0
"Lloyd Harbor village, New York: Summary level: 160, state:36> place:43005",3541,86,24,0,3455,1333,51,0,0,93,48
"Loch Sheldrake CDP, New York: Summary level: 160, state:36> place:43038",936,241,69,0,695,150,0,14,20,0,0
"Lockport city, New York: Summary level: 160, state:36> place:43082",19999,3952,1660,115,16047,3208,172,166,222,334,416
"Locust Valley CDP, New York: Summary level: 160, state:36> place:43192",3226,76,13,0,3150,918,39,0,0,19,45
"Lodi village, New York: Summary level: 160, state:36> place:43214",407,83,2,0,324,71,14,0,4,25,8
"Long Beach city, New York: Summary level: 160, state:36> place:43335",31217,3083,868,38,28134,5707,306,62,211,601,510
"Long Lake CDP, New York: Summary level: 160, state:36> place:43401",401,23,0,0,378,89,0,0,0,9,3
"Lorenz Park CDP, New York: Summary level: 160, state:36> place:43511",2034,132,10,0,1902,447,0,10,0,25,0
"Lorraine CDP, New York: Summary level: 160, state:36> place:43533",195,67,33,0,128,23,0,0,0,1,0
"Lowville village, New York: Summary level: 160, state:36> place:43720",3492,612,259,0,2880,562,0,13,17,67,78
"Lynbrook village, New York: Summary level: 160, state:36> place:43874",18891,955,278,24,17936,4988,258,17,7,544,302
"Lyncourt CDP, New York: Summary level: 160, state:36> place:43885",4153,547,227,31,3606,689,33,35,71,109,89
"Lyndonville village, New York: Summary level: 160, state:36> place:43918",876,102,45,0,774,207,4,0,0,10,15
"Lyon Mountain CDP, New York: Summary level: 160, state:36> place:43951",368,65,27,0,303,11,0,0,0,0,0
"Lyons village, New York: Summary level: 160, state:36> place:43962",3650,788,351,0,2862,697,36,0,44,41,32
"Lyons Falls village, New York: Summary level: 160, state:36> place:44006",805,62,3,0,743,155,16,2,0,45,9
"Macedon village, New York: Summary level: 160, state:36> place:44149",1498,99,57,12,1399,381,23,0,12,25,34
"McGraw village, New York: Summary level: 160, state:36> place:44193",1036,99,40,0,937,212,8,2,0,37,10
"Machias CDP, New York: Summary level: 160, state:36> place:44226",604,163,60,11,441,60,0,46,0,32,51
"Madison village, New York: Summary level: 160, state:36> place:44424",279,59,13,5,220,39,0,4,1,10,5
"Madrid CDP, New York: Summary level: 160, state:36> place:44479",717,139,15,5,578,124,9,5,0,35,41
"Mahopac CDP, New York: Summary level: 160, state:36> place:44534",7886,304,112,0,7582,1916,147,0,0,181,176
"Malden-on-Hudson CDP, New York: Summary level: 160, state:36> place:44677",285,0,0,0,285,27,7,0,0,7,13
"Malone village, New York: Summary level: 160, state:36> place:44710",5442,1317,326,55,4125,734,18,133,93,136,81
"Malverne village, New York: Summary level: 160, state:36> place:44787",8280,106,9,0,8174,1963,162,0,0,189,249
"Malverne Park Oaks CDP, New York: Summary level: 160, state:36> place:44792",422,0,0,0,422,46,0,0,0,0,12
"Mamaroneck village, New York: Summary level: 160, state:36> place:44831",18085,1338,263,31,16747,4655,368,31,58,460,494
"Manchester village, New York: Summary level: 160, state:36> place:44853",1574,211,79,0,1363,264,3,15,2,22,21
"Manhasset CDP, New York: Summary level: 160, state:36> place:44897",7643,456,153,6,7187,2281,83,28,34,179,160
"Manhasset Hills CDP, New York: Summary level: 160, state:36> place:44908",3595,123,33,11,3472,995,42,0,11,84,63
"Manlius village, New York: Summary level: 160, state:36> place:45018",4450,270,38,0,4180,1124,55,0,20,94,198
"Mannsville village, New York: Summary level: 160, state:36> place:45073",334,22,7,0,312,81,7,1,0,6,24
"Manorhaven village, New York: Summary level: 160, state:36> place:45106",6267,460,206,0,5807,1449,79,0,29,190,226
"Manorville CDP, New York: Summary level: 160, state:36> place:45139",13636,390,79,10,13246,4270,289,10,0,307,343
"Marathon village, New York: Summary level: 160, state:36> place:45392",1009,118,27,0,891,253,27,6,14,11,38
"Marcellus village, New York: Summary level: 160, state:36> place:45480",1568,74,25,0,1494,292,15,0,0,47,29
"Margaretville village, New York: Summary level: 160, state:36> place:45557",478,83,30,7,395,18,0,0,0,0,3
"Mariaville Lake CDP, New York: Summary level: 160, state:36> place:45573",762,29,0,0,733,91,0,0,5,0,0
"Marion CDP, New York: Summary level: 160, state:36> place:45634",1439,140,17,0,1299,348,13,0,24,23,49
"Marlboro CDP, New York: Summary level: 160, state:36> place:45700",3183,90,5,0,3093,910,88,11,0,141,157
"Massapequa CDP, New York: Summary level: 160, state:36> place:45986",21138,423,122,12,20715,5581,541,0,12,689,509
"Massapequa Park village, New York: Summary level: 160, state:36> place:45997",16464,349,112,10,16115,4366,364,20,0,376,505
"Massena village, New York: Summary level: 160, state:36> place:46019",10276,1970,512,110,8306,1730,111,166,200,157,178
"Mastic CDP, New York: Summary level: 160, state:36> place:46074",15873,1636,628,16,14237,3511,226,234,8,477,548
"Mastic Beach village, New York: Summary level: 160, state:36> place:46085",14638,2276,832,22,12362,3131,236,200,155,451,311
"Matinecock village, New York: Summary level: 160, state:36> place:46107",840,15,2,0,825,221,33,0,0,18,9
"Mattituck CDP, New York: Summary level: 160, state:36> place:46140",4105,90,25,0,4015,829,40,0,0,104,124
"Mattydale CDP, New York: Summary level: 160, state:36> place:46151",6438,797,287,0,5641,1255,48,94,21,136,196
"Maybrook village, New York: Summary level: 160, state:36> place:46162",2885,179,65,0,2706,821,29,0,0,51,134
"Mayfield village, New York: Summary level: 160, state:36> place:46206",736,39,13,0,697,139,8,0,0,6,13
"Mayville village, New York: Summary level: 160, state:36> place:46239",1195,225,100,0,970,169,11,2,15,14,21
"Mechanicstown CDP, New York: Summary level: 160, state:36> place:46349",6350,757,144,17,5593,1235,102,55,5,196,110
"Mechanicville city, New York: Summary level: 160, state:36> place:46360",5034,727,268,25,4307,962,31,35,36,75,114
"Medford CDP, New York: Summary level: 160, state:36> place:46404",23624,1521,246,37,22103,5779,341,0,37,608,866
"Medina village, New York: Summary level: 160, state:36> place:46415",5525,1095,493,66,4430,1162,119,68,111,175,127
